passenger_count	trip_distance	RatecodeID	store_and_fwd_flag	payment_type	fare_amount	extra	mta_tax	tip_amount	tolls_amount	improvement_surcharge	total_amount	tpep_pickup_datetime_day	tpep_pickup_datetime_month	tpep_pickup_datetime_year	tpep_pickup_datetime_hour	tpep_pickup_datetime_minute	tpep_dropoff_datetime_day	tpep_dropoff_datetime_month	tpep_dropoff_datetime_year	tpep_dropoff_datetime_hour	tpep_dropoff_datetime_minute
1	1.3	1	N	2	7.5	0	0.5	0	0	0.3	8.3	10	1	2017	8	51	10	1	2017	9	0
1	1.3	1	N	1	8.5	0	0.5	1.5	0	0.3	10.8	31	10	2017	8	32	31	10	2017	8	44
1	0.38	1	N	2	5.5	0	0.5	0	0	0.3	6.3	5	1	2017	10	54	5	1	2017	11	1
2	1.62	1	N	2	8.5	0	0.5	0	0	0.3	9.3	5	9	2017	14	48	5	9	2017	14	57
4	4.9	1	N	2	17	0.5	0.5	0	0	0.3	18.3	1	1	2017	0	43	1	1	2017	0	57
1	1.2	1	N	1	8.5	0	0.5	2.3	0	0.3	11.6	7	1	2017	14	7	7	1	2017	14	18
1	1.08	1	N	1	5.5	0.5	0.5	1.36	0	0.3	8.16	23	7	2017	20	21	23	7	2017	20	26
1	5.1	1	N	2	21.5	0.5	0.5	0	0	0.3	22.8	23	12	2017	20	20	23	12	2017	20	45
1	2.61	1	N	2	11	1	0.5	0	0	0.3	12.8	1	2	2017	18	54	1	2	2017	19	6
1	1.31	1	N	1	6.5	1	0.5	2.08	0	0.3	10.38	21	9	2017	16	4	21	9	2017	16	10
1	5.7	1	N	1	20.5	0	0.5	4.25	0	0.3	25.55	8	9	2017	14	15	8	9	2017	14	37
2	3.18	1	N	1	12.5	0.5	0.5	2.76	0	0.3	16.56	2	3	2017	0	25	2	3	2017	0	37
1	0.57	1	N	2	6	0	0.5	0	0	0.3	6.8	11	5	2017	14	59	11	5	2017	15	7
2	1.74	1	N	1	8.5	0	0.5	2	0	0.3	11.3	7	4	2017	14	37	7	4	2017	14	47
5	1.58	1	N	1	6.5	1	0.5	1.66	0	0.3	9.96	12	4	2017	19	57	12	4	2017	20	2
1	1.18	1	N	1	7	1	0.5	2.2	0	0.3	11	16	10	2017	19	48	16	10	2017	19	55
2	0.71	1	N	1	5	0.5	0.5	0	0	0.3	6.3	2	2	2017	23	38	2	2	2017	23	43
1	7.35	1	N	1	34	0.5	0.5	0	0	0.3	35.3	27	10	2017	21	15	27	10	2017	22	8
2	0.4	1	N	1	6	0.5	0.5	1.45	0	0.3	8.75	10	2	2017	20	26	10	2	2017	20	33
5	1.49	1	N	1	8.5	0.5	0.5	1.96	0	0.3	11.76	5	5	2017	20	22	5	5	2017	20	32
2	0.9	1	N	2	5.5	0.5	0.5	0	0	0.3	6.8	13	4	2017	2	52	13	4	2017	2	57
3	0.8	1	N	1	5.5	1	0.5	1.8	0	0.3	9.1	28	8	2017	16	26	28	8	2017	16	31
2	2.81	1	N	1	12	1	0.5	4.14	0	0.3	17.94	12	9	2017	16	38	12	9	2017	16	52
1	2.42	1	N	2	11	0	0.5	0	0	0.3	11.8	23	7	2017	10	9	23	7	2017	10	21
1	1.8	1	N	1	14.5	0	0.5	3.05	0	0.3	18.35	23	6	2017	13	27	23	6	2017	13	50
1	1.79	1	N	1	8	0	0.5	1.58	0	0.3	10.38	4	7	2017	17	22	4	7	2017	17	29
2	1.85	1	N	1	9	0.5	0.5	2.06	0	0.3	12.36	15	5	2017	20	19	15	5	2017	20	30
2	8.3	1	N	1	31	0.5	0.5	6.45	0	0.3	38.75	15	1	2017	2	39	15	1	2017	3	17
1	0.58	1	N	2	4	0	0.5	0	0	0.3	4.8	14	4	2017	9	45	14	4	2017	9	47
1	0.7	1	N	2	4.5	0.5	0.5	0	0	0.3	5.8	13	11	2017	20	20	13	11	2017	20	24
1	1.2	1	N	1	7.5	1	0.5	1.85	0	0.3	11.15	28	2	2017	19	48	28	2	2017	19	57
1	1.24	1	N	2	8.5	0	0.5	0	0	0.3	9.3	15	1	2017	15	43	15	1	2017	15	54
1	1.59	1	N	1	7	0	0.5	1.56	0	0.3	9.36	5	4	2017	7	19	5	4	2017	7	25
1	2.45	1	N	1	10.5	0	0.5	2.26	0	0.3	13.56	7	4	2017	13	13	7	4	2017	13	24
2	1.83	1	N	1	9	0.5	0.5	2.58	0	0.3	12.88	12	3	2017	1	2	12	3	2017	1	12
1	0	1	N	2	3	0	0.5	0	0	0.3	3.8	16	2	2017	14	11	16	2	2017	14	12
1	1.9	1	N	1	8	0.5	0.5	1.85	0	0.3	11.15	25	2	2017	2	4	25	2	2017	2	10
1	0.71	1	N	1	4.5	1	0.5	1.26	0	0.3	7.56	14	6	2017	18	41	14	6	2017	18	45
1	1.4	1	N	1	11	0	0.5	1.5	0	0.3	13.3	18	5	2017	13	33	18	5	2017	13	49
1	1.58	1	N	1	8	1	0.5	1.96	0	0.3	11.76	21	8	2017	19	32	21	8	2017	19	40
1	2.6	1	N	1	11	0	0.5	2.35	0	0.3	14.15	10	7	2017	7	41	10	7	2017	7	54
3	0.91	1	N	2	5.5	0	0.5	0	0	0.3	6.3	15	5	2017	15	7	15	5	2017	15	12
1	2.18	1	N	1	16.5	0	0.5	5.19	0	0.3	22.49	14	7	2017	9	54	14	7	2017	10	21
1	0.9	1	N	1	5.5	1	0.5	1.45	0	0.3	8.75	10	5	2017	19	49	10	5	2017	19	54
1	7.73	1	N	1	24	0.5	0.5	4	0	0.3	29.3	22	1	2017	3	32	22	1	2017	3	50
5	1.94	1	N	1	9	0	0.5	1.96	0	0.3	11.76	5	4	2017	15	57	5	4	2017	16	7
2	2.2	1	N	2	9	0	0.5	0	0	0.3	9.8	10	9	2017	9	58	10	9	2017	10	8
1	0.6	1	N	1	6	0	0.5	1.36	0	0.3	8.16	5	1	2017	9	0	5	1	2017	9	7
1	1.03	1	N	1	8	1	0.5	2.45	0	0.3	12.25	21	12	2017	18	36	21	12	2017	18	47
1	3.44	1	N	1	19	0	0.5	3.96	0	0.3	23.76	15	12	2017	7	54	15	12	2017	8	23
1	0.5	1	N	1	4	0.5	0.5	1	0	0.3	6.3	8	6	2017	0	42	8	6	2017	0	43
1	1.6	1	N	2	19	0	0.5	0	0	0.3	19.8	6	6	2017	14	1	6	6	2017	14	33
1	3.1	1	N	1	13	0.5	0.5	2.86	0	0.3	17.16	12	1	2017	21	51	12	1	2017	22	7
1	1.2	1	N	1	12.5	1	0.5	0	0	0.3	14.3	14	9	2017	17	33	14	9	2017	17	52
1	5.2	1	N	2	19	0.5	0.5	0	0	0.3	20.3	27	10	2017	21	4	27	10	2017	21	26
1	16.1	1	N	1	47	0	0.5	9	0	0.3	56.8	15	9	2017	14	2	15	9	2017	14	48
2	1.31	1	N	1	11.5	0	0.5	2.46	0	0.3	14.76	21	4	2017	12	30	21	4	2017	12	47
1	2.62	1	N	1	12.5	0.5	0.5	4.14	0	0.3	17.94	25	5	2017	20	32	25	5	2017	20	47
1	8.58	1	N	2	32	0	0.5	0	0	0.3	32.8	27	5	2017	13	9	27	5	2017	13	44
1	0.7	1	N	1	5	0.5	0.5	1.25	0	0.3	7.55	16	8	2017	5	37	16	8	2017	5	41
1	1.1	1	N	2	5.5	0	0.5	0	0	0.3	6.3	8	3	2017	6	54	8	3	2017	6	58
4	1	1	N	2	7.5	1	0.5	0	0	0.3	9.3	27	9	2017	17	48	27	9	2017	17	57
1	0.6	1	N	1	5	0.5	0.5	1.85	0	0.3	8.15	22	3	2017	23	53	22	3	2017	23	57
1	0.91	1	N	2	5	1	0.5	0	0	0.3	6.8	16	10	2017	19	34	16	10	2017	19	37
1	2.4	1	N	2	14.5	0	0.5	0	0	0.3	15.3	8	10	2017	19	46	8	10	2017	20	8
2	6.4	1	N	1	20	0.5	0.5	3.5	0	0.3	24.8	12	11	2017	1	19	12	11	2017	1	33
2	1.1	1	N	1	7	0	0.5	2	0	0.3	9.8	9	9	2017	14	4	9	9	2017	14	12
1	1.46	1	N	1	8.5	0	0.5	2	0	0.3	11.3	11	10	2017	7	46	11	10	2017	7	56
1	1.7	1	N	1	9.5	0.5	0.5	2.15	0	0.3	12.95	21	4	2017	22	43	21	4	2017	22	55
1	0.92	1	N	2	6.5	0	0.5	0	0	0.3	7.3	27	6	2017	10	10	27	6	2017	10	17
1	5.7	1	N	1	22	0	0.5	4.55	0	0.3	27.35	12	4	2017	15	4	12	4	2017	15	29
1	1.06	1	N	1	7	1	0.5	1.76	0	0.3	10.56	30	1	2017	16	51	30	1	2017	16	58
1	8	1	N	1	27	0.5	0.5	5.65	0	0.3	33.95	23	2	2017	23	1	23	2	2017	23	30
1	1.5	1	N	2	8.5	0	0.5	0	0	0.3	9.3	2	11	2017	12	20	2	11	2017	12	29
1	10.03	1	N	2	39.5	0	0.5	0	5.54	0.3	45.84	21	1	2017	15	6	21	1	2017	15	49
1	2.43	1	N	1	15	0	0.5	2.37	0	0.3	18.17	8	5	2017	14	36	8	5	2017	14	58
1	1.3	1	N	1	14.5	0	0.5	1	0	0.3	16.3	17	6	2017	11	54	17	6	2017	12	17
5	1.83	1	N	1	9.5	0.5	0.5	2.7	0	0.3	13.5	10	12	2017	23	30	10	12	2017	23	42
2	2.4	1	N	1	9.5	0.5	0.5	2.7	0	0.3	13.5	5	5	2017	22	4	5	5	2017	22	12
1	4.27	1	N	1	14	0.5	0.5	1.5	0	0.3	16.8	13	4	2017	1	52	13	4	2017	2	5
1	0.74	1	N	1	10	0	0.5	2.16	0	0.3	12.96	14	2	2017	13	40	14	2	2017	13	55
1	4.9	1	N	1	18	0.5	0.5	3.85	0	0.3	23.15	23	12	2017	3	44	23	12	2017	4	1
1	0.45	1	N	1	4.5	0	0.5	1.06	0	0.3	6.36	10	2	2017	15	50	10	2	2017	15	54
1	1.38	1	N	1	7	0	0.5	1	0	0.3	8.8	26	12	2017	6	0	26	12	2017	6	7
1	4.2	1	N	1	16	0.5	0.5	5	0	0.3	22.3	1	5	2017	21	40	1	5	2017	21	59
1	1.92	1	N	1	10	1	0.5	2.36	0	0.3	14.16	26	6	2017	16	59	26	6	2017	17	11
1	0.9	1	N	1	6	0	0.5	1.25	0	0.3	8.05	20	8	2017	15	23	20	8	2017	15	29
1	5.39	1	N	1	22.5	0.5	0.5	4.76	0	0.3	28.56	2	11	2017	21	12	2	11	2017	21	43
2	10.95	1	N	1	31.5	0	0.5	6.46	0	0.3	38.76	21	10	2017	9	36	21	10	2017	9	58
1	1.51	1	N	2	11	0	0.5	0	0	0.3	11.8	5	9	2017	11	8	5	9	2017	11	24
1	0.8	1	N	2	5.5	0	0.5	0	0	0.3	6.3	30	11	2017	7	19	30	11	2017	7	23
1	1.8	1	N	2	7.5	0.5	0.5	0	0	0.3	8.8	13	9	2017	20	29	13	9	2017	20	36
1	1.14	1	N	1	7	0.5	0.5	1	0	0.3	9.3	30	8	2017	20	15	30	8	2017	20	23
1	1.7	1	N	1	8	0.5	0.5	2.3	0	0.3	11.6	17	12	2017	0	23	17	12	2017	0	31
2	1.17	1	N	2	9.5	0.5	0.5	0	0	0.3	10.8	4	3	2017	21	4	4	3	2017	21	17
1	0.68	1	N	1	5.5	1	0.5	1.82	0	0.3	9.12	20	1	2017	18	15	20	1	2017	18	20
1	4.71	1	N	1	15	0.5	0.5	4	0	0.3	20.3	13	11	2017	20	6	13	11	2017	20	16
1	0.2	1	N	1	3.5	1	0.5	1.05	0	0.3	6.35	21	2	2017	16	51	21	2	2017	16	53
1	2.34	1	N	1	11.5	0	0.5	2.46	0	0.3	14.76	5	9	2017	11	9	5	9	2017	11	25
2	5.5	1	N	1	23	0	0.5	4.75	0	0.3	28.55	5	8	2017	16	9	5	8	2017	16	40
1	0.61	1	N	1	4.5	0	0.5	0.8	0	0.3	6.1	8	1	2017	18	20	8	1	2017	18	24
1	1.3	1	N	1	12.5	0	0.5	2.65	0	0.3	15.95	27	9	2017	9	25	27	9	2017	9	45
1	0.9	1	N	1	6.5	0	0.5	2.19	0	0.3	9.49	19	7	2017	10	56	19	7	2017	11	3
1	2.2	1	N	1	8.5	0	0.5	2.3	0	0.3	11.6	23	7	2017	8	29	23	7	2017	8	37
2	3.34	1	N	1	16.5	0	0.5	3.46	0	0.3	20.76	19	8	2017	18	33	19	8	2017	18	55
1	0.99	1	N	1	9.5	0	0.5	2.06	0	0.3	12.36	18	5	2017	12	22	18	5	2017	12	36
1	0.5	1	N	1	4.5	0.5	0.5	0	0	0.3	5.8	14	9	2017	21	39	14	9	2017	21	43
6	4.68	1	N	1	17	0.5	0.5	5.49	0	0.3	23.79	30	11	2017	22	7	30	11	2017	22	27
1	1.34	1	N	1	7	0	0.5	1.56	0	0.3	9.36	5	6	2017	7	19	5	6	2017	7	25
1	9.2	1	N	1	26	1	0.5	6.65	5.54	0.3	39.99	6	2	2017	18	13	6	2	2017	18	31
1	1.54	1	N	1	7.5	0.5	0.5	1.76	0	0.3	10.56	11	12	2017	19	59	11	12	2017	20	7
1	0.6	1	N	1	5.5	0	0.5	1.25	0	0.3	7.55	25	6	2017	10	59	25	6	2017	11	4
1	1	1	N	1	8.5	0.5	0.5	1.95	0	0.3	11.75	15	12	2017	19	59	15	12	2017	20	11
1	0.82	1	N	2	5.5	0.5	0.5	0	0	0.3	6.8	30	9	2017	22	41	30	9	2017	22	47
1	0.4	1	N	1	4	0	0.5	1.44	0	0.3	6.24	26	10	2017	13	41	26	10	2017	13	44
4	0.56	1	N	1	4	1	0.5	1	0	0.3	6.8	8	9	2017	19	44	8	9	2017	19	47
1	4.48	1	N	1	25.5	0	0.5	0	0	0.3	26.3	21	5	2017	13	28	21	5	2017	14	8
1	4.15	1	N	1	14	0.5	0.5	3.06	0	0.3	18.36	15	11	2017	21	15	15	11	2017	21	26
1	4.4	1	N	1	14.5	0	0.5	4.2	5.76	0.3	25.26	27	3	2017	8	39	27	3	2017	8	55
1	1	1	N	1	5.5	0	0.5	1	0	0.3	7.3	14	1	2017	8	58	14	1	2017	9	3
1	1.4	1	N	1	9	0	0.5	1.95	0	0.3	11.75	3	5	2017	14	31	3	5	2017	14	43
5	1.51	1	N	2	10	0.5	0.5	0	0	0.3	11.3	30	6	2017	20	32	30	6	2017	20	46
0	1.7	1	N	1	9	0	0.5	1.95	0	0.3	11.75	27	11	2017	13	8	27	11	2017	13	17
4	4.5	5	N	3	0.01	0	0	0	10.5	0.3	10.81	12	8	2017	20	49	12	8	2017	21	18
5	4.37	1	N	1	17	0.5	0.5	3.66	0	0.3	21.96	11	6	2017	1	44	11	6	2017	2	3
1	1.2	1	N	2	6	0	0.5	0	0	0.3	6.8	20	2	2017	8	53	20	2	2017	8	58
1	2.33	1	N	1	16	0	0.5	3.36	0	0.3	20.16	23	8	2017	13	26	23	8	2017	13	52
2	5.55	1	N	2	18.5	0.5	0.5	0	0	0.3	19.8	20	1	2017	22	59	20	1	2017	23	15
1	1.8	1	N	1	14	0	0.5	2.95	0	0.3	17.75	3	5	2017	9	37	3	5	2017	9	58
3	1.39	1	N	1	7.5	0.5	0.5	1.76	0	0.3	10.56	25	7	2017	21	15	25	7	2017	21	23
3	2.56	1	N	2	24	0	0.5	0	0	0.3	24.8	18	11	2017	14	14	18	11	2017	14	55
2	0.59	1	N	1	5	0	0.5	1.16	0	0.3	6.96	29	8	2017	14	37	29	8	2017	14	42
1	6	1	N	1	22	1	0.5	3.57	0	0.3	27.37	5	4	2017	19	13	5	4	2017	19	39
1	1.26	1	N	1	7.5	1	0.5	0	0	0.3	9.3	28	4	2017	19	26	28	4	2017	19	34
1	1.34	1	N	1	10	0	0.5	2.16	0	0.3	12.96	2	8	2017	12	0	2	8	2017	12	14
1	3.87	1	N	1	15	1	0.5	3.36	0	0.3	20.16	1	9	2017	17	50	1	9	2017	18	7
1	3.1	1	N	1	14.5	0	0.5	2	0	0.3	17.3	2	12	2017	17	30	2	12	2017	17	50
1	0.4	1	N	1	4	0.5	0.5	1.06	0	0.3	6.36	14	5	2017	1	39	14	5	2017	1	42
1	1.3	1	N	1	6.5	0	0.5	1.45	0	0.3	8.75	14	11	2017	6	35	14	11	2017	6	39
5	1.97	1	N	1	9	0	0.5	1.96	0	0.3	11.76	26	11	2017	17	45	26	11	2017	17	56
4	0.69	1	N	1	4.5	0	0.5	1	0	0.3	6.3	28	10	2017	14	59	28	10	2017	15	2
1	0.7	1	N	1	5	0	0.5	1.16	0	0.3	6.96	16	2	2017	7	26	16	2	2017	7	30
2	2.17	1	N	1	10	0.5	0.5	1	0	0.3	12.3	30	8	2017	20	25	30	8	2017	20	37
2	13.2	1	N	3	37	0.5	0.5	0	0	0.3	38.3	25	9	2017	21	47	25	9	2017	22	11
1	1.7	1	N	2	8.5	0	0.5	0	0	0.3	9.3	26	6	2017	6	53	26	6	2017	7	2
1	2.3	1	N	2	11	1	0.5	0	0	0.3	12.8	11	8	2017	19	1	11	8	2017	19	13
1	1	1	N	2	5.5	0.5	0.5	0	0	0.3	6.8	18	9	2017	2	9	18	9	2017	2	14
1	18.7	2	N	1	52	4.5	0.5	11.45	0	0.3	68.75	25	9	2017	19	2	25	9	2017	19	55
1	0.72	1	N	1	5.5	1	0.5	1.46	0	0.3	8.76	11	4	2017	16	40	11	4	2017	16	45
1	1.25	1	N	1	5.5	0	0.5	2	0	0.3	8.3	4	9	2017	17	13	4	9	2017	17	17
1	2	1	N	1	8	0.5	0.5	1	0	0.3	10.3	6	9	2017	21	27	6	9	2017	21	34
1	0.9	1	N	1	6.5	0	0.5	1.8	0	0.3	9.1	26	9	2017	9	38	26	9	2017	9	46
1	1.13	1	N	2	10	0	0.5	0	0	0.3	10.8	27	1	2017	10	53	27	1	2017	11	8
2	1.38	1	N	1	7.5	1	0.5	1.86	0	0.3	11.16	2	2	2017	18	22	2	2	2017	18	31
1	3.5	1	N	1	14	0.5	0.5	2.3	0	0.3	17.6	11	7	2017	0	0	11	7	2017	0	15
2	1.5	1	N	1	10	0	0.5	1.08	0	0.3	11.88	15	3	2017	7	46	15	3	2017	8	0
4	0.73	1	N	2	5.5	0	0.5	0	0	0.3	6.3	25	3	2017	19	59	25	3	2017	20	4
1	2.1	1	N	4	10.5	0	0.5	0	0	0.3	11.3	29	10	2017	10	50	29	10	2017	11	3
1	1.05	1	N	2	5.5	0	0.5	0	0	0.3	6.3	27	8	2017	13	25	27	8	2017	13	30
2	1.7	1	N	1	8.5	0.5	0.5	1.95	0	0.3	11.75	8	11	2017	23	8	8	11	2017	23	18
1	3.6	1	N	1	19	0	0.5	3.95	0	0.3	23.75	7	11	2017	14	16	7	11	2017	14	43
1	1.8	1	N	1	12.5	0	0.5	3.3	0	0.3	16.6	25	10	2017	10	34	25	10	2017	10	53
1	0.9	1	N	1	5	0	0.5	1	0	0.3	6.8	28	7	2017	8	2	28	7	2017	8	6
1	0.6	1	N	2	4	0	0.5	0	0	0.3	4.8	7	7	2017	14	29	7	7	2017	14	32
5	1.1	1	N	1	8.5	1	0.5	2.06	0	0.3	12.36	14	8	2017	18	21	14	8	2017	18	32
1	2.42	1	N	1	11.5	1	0.5	2.7	0	0.3	16	28	3	2017	17	36	28	3	2017	17	51
5	2.68	1	N	1	12.5	0.5	0.5	1.5	0	0.3	15.3	21	12	2017	23	52	22	12	2017	0	7
1	1.62	1	N	2	10.5	0	0.5	0	0	0.3	11.3	7	8	2017	15	38	7	8	2017	15	52
1	1.72	1	N	1	8	0.5	0.5	1.86	0	0.3	11.16	8	4	2017	23	56	9	4	2017	0	4
1	1.51	1	N	1	7.5	0.5	0.5	1	0	0.3	9.8	26	1	2017	21	30	26	1	2017	21	38
1	0.4	1	N	1	5	0	0.5	1.45	0	0.3	7.25	10	9	2017	12	33	10	9	2017	12	38
1	0.9	1	N	1	5.5	1	0.5	1.45	0	0.3	8.75	15	6	2017	16	7	15	6	2017	16	12
5	1.7	1	N	2	11.5	0.5	0.5	0	0	0.3	12.8	27	4	2017	22	42	27	4	2017	22	59
1	1.85	1	N	1	13.5	0.5	0.5	2.22	0	0.3	17.02	28	7	2017	21	31	28	7	2017	21	52
1	1.8	1	N	1	9.5	1	0.5	2.25	0	0.3	13.55	9	8	2017	17	31	9	8	2017	17	43
1	2	1	N	1	11.5	0	0.5	1.85	0	0.3	14.15	14	12	2017	14	24	14	12	2017	14	40
1	3.16	1	N	1	12.5	0	0.5	2.66	0	0.3	15.96	6	7	2017	6	39	6	7	2017	6	53
1	0.9	1	N	2	7	0	0.5	0	0	0.3	7.8	3	10	2017	13	51	3	10	2017	13	59
1	1.07	1	N	1	10.5	1	0.5	2.46	0	0.3	14.76	5	7	2017	18	48	5	7	2017	19	3
2	0.9	1	N	2	6.5	0	0.5	0	0	0.3	7.3	21	10	2017	16	13	21	10	2017	16	20
1	1.29	1	N	2	9.5	0	0.5	0	0	0.3	10.3	19	7	2017	14	44	19	7	2017	14	57
6	0.55	1	N	2	5.5	0.5	0.5	0	0	0.3	6.8	5	10	2017	22	35	5	10	2017	22	41
3	0.83	1	N	1	7	0	0.5	1.56	0	0.3	9.36	4	2	2017	18	21	4	2	2017	18	30
1	18.69	2	N	1	52	0	0.5	14.64	5.76	0.3	73.2	19	8	2017	9	10	19	8	2017	9	48
1	1.98	1	N	2	8.5	0	0.5	0	0	0.3	9.3	24	4	2017	6	6	24	4	2017	6	13
1	1.11	1	N	1	8	0.5	0.5	1.86	0	0.3	11.16	21	10	2017	21	26	21	10	2017	21	37
1	8.86	1	N	1	29.5	0.5	0.5	4.5	0	0.3	35.3	15	5	2017	21	24	15	5	2017	21	54
1	2.5	1	N	1	14.5	0	0.5	2	0	0.3	17.3	5	4	2017	14	33	5	4	2017	14	54
1	0.91	1	N	1	10	1	0.5	1	0	0.3	12.8	4	10	2017	17	45	4	10	2017	18	1
1	2.1	1	N	1	9.5	0.5	0.5	2.16	0	0.3	12.96	18	8	2017	21	34	18	8	2017	21	45
1	20.69	2	N	2	52	0	0.5	0	5.54	0.3	58.34	11	3	2017	17	8	11	3	2017	18	1
2	1.33	1	N	1	7.5	1	0.5	1.86	0	0.3	11.16	5	12	2017	19	16	5	12	2017	19	24
1	1	1	N	1	5.5	0.5	0.5	1	0	0.3	7.8	10	12	2017	21	30	10	12	2017	21	35
3	1.75	1	N	2	13.5	0	0.5	0	0	0.3	14.3	22	6	2017	13	35	22	6	2017	13	56
2	1.14	1	N	1	5.5	0	0.5	1.26	0	0.3	7.56	25	2	2017	12	45	25	2	2017	12	49
1	10.7	1	N	3	37	0.5	0.5	0	0	0.3	38.3	30	10	2017	21	3	30	10	2017	21	47
1	5	1	N	2	21.5	1	0.5	0	5.76	0.3	29.06	29	12	2017	19	24	29	12	2017	19	54
1	1.2	1	N	1	6.5	0	0.5	1.46	0	0.3	8.76	27	7	2017	13	57	27	7	2017	14	3
2	0.1	1	N	2	4.5	0	0.5	0	0	0.3	5.3	18	11	2017	16	43	18	11	2017	16	47
1	1	1	N	1	5.5	1	0.5	1.45	0	0.3	8.75	9	3	2017	19	3	9	3	2017	19	7
2	26.86	1	N	1	75	0	0.5	18.95	0	0.3	94.75	26	11	2017	15	37	26	11	2017	16	50
1	1.62	1	N	1	8.5	0.5	0.5	1.96	0	0.3	11.76	23	9	2017	20	39	23	9	2017	20	49
1	3.6	1	N	1	13	0.5	0.5	1	0	0.3	15.3	5	5	2017	3	12	5	5	2017	3	25
5	1.08	1	N	2	6	0	0.5	0	0	0.3	6.8	21	3	2017	8	48	21	3	2017	8	54
2	2.4	1	N	1	11	0	0.5	1.18	0	0.3	12.98	28	8	2017	6	49	28	8	2017	7	2
1	2.7	1	N	1	14.5	1	0.5	3.26	0	0.3	19.56	21	12	2017	16	56	21	12	2017	17	17
1	1.32	1	N	1	11	0	0.5	1.2	0	0.3	13	17	4	2017	8	8	17	4	2017	8	23
1	3.3	1	N	1	12.5	0.5	0.5	2	0	0.3	15.8	22	3	2017	20	56	22	3	2017	21	9
1	1.5	1	N	1	6.5	0.5	0.5	1.55	0	0.3	9.35	18	10	2017	21	4	18	10	2017	21	9
1	2.63	1	N	1	14.5	0	0.5	1.5	0	0.3	16.8	10	5	2017	8	40	10	5	2017	9	1
1	0.67	1	N	1	5.5	0	0.5	1	0	0.3	7.3	27	7	2017	10	22	27	7	2017	10	28
2	0.99	1	N	1	10	0.5	0.5	2.26	0	0.3	13.56	16	11	2017	21	49	16	11	2017	22	3
1	0.8	1	N	1	5	0	0.5	1.7	0	0.3	7.5	25	11	2017	16	9	25	11	2017	16	12
1	3.92	1	N	1	17	0.5	0.5	3.66	0	0.3	21.96	7	6	2017	22	27	7	6	2017	22	47
1	2	1	N	1	11.5	0	0.5	2.45	0	0.3	14.75	2	5	2017	11	31	2	5	2017	11	46
1	2.27	1	N	1	15	0	0.5	3.16	0	0.3	18.96	22	3	2017	13	42	22	3	2017	14	4
1	4.87	1	N	1	19.5	0	0.5	2	0	0.3	22.3	15	4	2017	17	37	15	4	2017	18	1
1	0.38	1	N	2	4	0.5	0.5	0	0	0.3	5.3	8	5	2017	21	2	8	5	2017	21	5
1	0.31	1	N	1	6.5	0	0.5	0	0	0.3	7.3	8	3	2017	13	28	8	3	2017	13	36
1	1.18	1	N	1	8	0	0.5	1	0	0.3	9.8	6	12	2017	12	7	6	12	2017	12	17
2	0.78	1	N	2	5	0	0.5	0	0	0.3	5.8	20	8	2017	13	31	20	8	2017	13	36
1	0.4	1	N	2	6	0	0.5	0	0	0.3	6.8	10	6	2017	14	50	10	6	2017	14	57
1	1.16	1	N	1	7.5	0	0.5	1.66	0	0.3	9.96	28	9	2017	14	36	28	9	2017	14	45
1	0.5	1	N	2	4.5	0.5	0.5	0	0	0.3	5.8	13	6	2017	21	22	13	6	2017	21	26
5	4.4	1	N	1	18	0.5	0.5	3	0	0.3	22.3	18	1	2017	21	31	18	1	2017	21	53
1	2.3	1	N	1	13.5	1	0.5	2.5	0	0.3	17.8	25	9	2017	18	27	25	9	2017	18	45
1	1.7	1	N	1	15.5	0	0.5	3.25	0	0.3	19.55	19	7	2017	10	29	19	7	2017	10	54
1	9.8	1	N	1	30	0.5	0.5	2	5.76	0.3	39.06	19	3	2017	4	16	19	3	2017	4	46
3	7.9	1	N	1	23	0.5	0.5	4.85	0	0.3	29.15	10	6	2017	23	23	10	6	2017	23	37
1	5.5	1	N	1	19	0	0.5	3.95	0	0.3	23.75	3	5	2017	10	5	3	5	2017	10	22
1	1	1	N	1	7.5	0	0.5	1.65	0	0.3	9.95	19	5	2017	12	15	19	5	2017	12	24
2	0.73	1	N	1	6	1	0.5	1.56	0	0.3	9.36	18	1	2017	16	17	18	1	2017	16	23
1	1.07	1	N	1	6	0.5	0.5	1	0	0.3	8.3	27	10	2017	21	30	27	10	2017	21	36
1	0	1	N	2	9.5	0.5	0.5	0	0	0.3	10.8	16	2	2017	20	37	16	2	2017	20	37
5	1.91	1	N	1	9	1	0.5	2.7	0	0.3	13.5	22	12	2017	18	33	22	12	2017	18	44
1	3.64	1	N	1	14	0	0.5	2.96	0	0.3	17.76	18	6	2017	12	50	18	6	2017	13	4
4	2.34	1	N	1	11.5	1	0.5	2.66	0	0.3	15.96	6	2	2017	17	46	6	2	2017	18	0
4	0.6	1	N	2	5.5	0	0.5	0	0	0.3	6.3	13	11	2017	15	29	13	11	2017	15	35
6	1.07	1	N	2	8	0	0.5	0	0	0.3	8.8	9	12	2017	13	44	9	12	2017	13	55
5	0.87	1	N	1	5.5	0.5	0.5	0	0	0.3	6.8	31	10	2017	21	43	31	10	2017	21	48
1	11.5	1	N	1	36	0.5	0.5	8.61	5.76	0.3	51.67	27	5	2017	23	43	28	5	2017	0	15
1	1.14	1	N	1	7	0	0.5	1.56	0	0.3	9.36	3	2	2017	14	5	3	2	2017	14	13
