passenger_count	trip_distance	RatecodeID	store_and_fwd_flag	payment_type	fare_amount	extra	mta_tax	tip_amount	tolls_amount	improvement_surcharge	total_amount	tpep_pickup_datetime_day	tpep_pickup_datetime_month	tpep_pickup_datetime_year	tpep_pickup_datetime_hour	tpep_pickup_datetime_minute	tpep_dropoff_datetime_day	tpep_dropoff_datetime_month	tpep_dropoff_datetime_year	tpep_dropoff_datetime_hour	tpep_dropoff_datetime_minute
1	5	1	N	1	19	0	0.5	4.95	0	0.3	24.75	25	9	2017	7	20	25	9	2017	7	40
1	2.18	1	N	1	15	1	0.5	4.2	0	0.3	21	25	8	2017	17	22	25	8	2017	17	45
2	1.9	1	N	1	8.5	0	0.5	0.93	0	0.3	10.23	6	8	2017	9	20	6	8	2017	9	28
1	0.01	1	N	2	2.5	0.5	0.5	0	0	0.3	3.8	31	3	2017	5	29	31	3	2017	5	29
2	2.17	1	N	1	11.5	1	0.5	2.66	0	0.3	15.96	22	5	2017	17	20	22	5	2017	17	35
6	5.8	1	N	2	20.5	0	0.5	0	0	0.3	21.3	9	1	2017	13	19	9	1	2017	13	39
1	1.63	1	N	2	11.5	0.5	0.5	0	0	0.3	12.8	25	4	2017	20	39	25	4	2017	20	55
1	4.11	1	N	1	16	0.5	0.5	3.46	0	0.3	20.76	11	3	2017	0	39	11	3	2017	0	59
1	1.7	1	N	1	7	1	0.5	1.75	0	0.3	10.55	31	7	2017	17	2	31	7	2017	17	9
1	2.3	1	N	2	11.5	0.5	0.5	0	0	0.3	12.8	10	11	2017	19	55	10	11	2017	20	9
2	1.4	1	N	1	10	0	0.5	2.15	0	0.3	12.95	27	12	2017	11	3	27	12	2017	11	17
1	2.34	1	N	1	18	1	0.5	3.96	0	0.3	23.76	15	12	2017	16	50	15	12	2017	17	20
1	1	1	N	1	5.5	0.5	0.5	1	0	0.3	7.8	8	2	2017	20	26	8	2	2017	20	32
3	1.28	1	N	2	10.5	1	0.5	0	0	0.3	12.3	13	12	2017	18	19	13	12	2017	18	34
1	1.3	1	N	1	12.5	0	0.5	3	0	0.3	16.3	28	12	2017	15	16	28	12	2017	15	35
1	3.7	1	N	2	14.5	0	0.5	0	0	0.3	15.3	30	7	2017	18	11	30	7	2017	18	28
1	0.7	1	N	2	4.5	0	0.5	0	0	0.3	5.3	18	11	2017	13	12	18	11	2017	13	15
1	1.2	1	N	1	7	0.5	0.5	1.65	0	0.3	9.95	18	3	2017	19	52	18	3	2017	19	59
2	2	1	N	1	8.5	0.5	0.5	2.9	0	0.3	12.7	18	10	2017	0	56	18	10	2017	1	3
1	3.22	1	N	1	12.5	0.5	0.5	1	0	0.3	14.8	21	10	2017	20	40	21	10	2017	20	54
1	1.23	1	N	2	9	0	0.5	0	0	0.3	9.8	2	4	2017	14	19	2	4	2017	14	31
1	1.07	1	N	2	7.5	0	0.5	0	0	0.3	8.3	20	5	2017	12	7	20	5	2017	12	16
1	1.18	1	N	1	7	0	0.5	1.56	0	0.3	9.36	19	6	2017	8	48	19	6	2017	8	54
1	1.82	1	N	1	13	0	0.5	2.07	0	0.3	15.87	22	9	2017	9	20	23	9	2017	9	4
1	4.23	1	N	1	19	0	0.5	1	0	0.3	20.8	12	5	2017	15	42	12	5	2017	16	8
1	1.19	1	N	2	6	0.5	0.5	0	0	0.3	7.3	12	12	2017	20	5	12	12	2017	20	11
1	2.4	1	N	1	10	0.5	0.5	1	0	0.3	12.3	28	4	2017	2	23	28	4	2017	2	31
3	2.9	1	N	1	16	0	0.5	0	0	0.3	16.8	25	8	2017	11	28	25	8	2017	11	52
1	2.4	1	N	1	12	0.5	0.5	2.65	0	0.3	15.95	24	3	2017	23	20	24	3	2017	23	36
1	0.5	1	N	2	4	0	0.5	0	0	0.3	4.8	17	1	2017	11	48	17	1	2017	11	51
1	1.6	1	N	1	7	0.5	0.5	1.65	0	0.3	9.95	24	9	2017	23	3	24	9	2017	23	9
1	3.7	1	N	1	16.5	0.5	0.5	3.55	0	0.3	21.35	16	12	2017	22	57	16	12	2017	23	21
1	0.26	1	N	1	3.5	0	0.5	0.86	0	0.3	5.16	28	8	2017	9	8	28	8	2017	9	11
2	2.13	1	N	2	11	1	0.5	0	0	0.3	12.8	31	7	2017	18	52	31	7	2017	19	6
1	6.26	1	N	1	22	0	0.5	5.7	0	0.3	28.5	12	9	2017	7	29	12	9	2017	7	54
2	1.31	1	N	1	8.5	0.5	0.5	1.47	0	0.3	11.27	14	9	2017	20	27	14	9	2017	20	39
1	0.4	1	N	1	3.5	0	0.5	1.05	0	0.3	5.35	16	4	2017	8	59	16	4	2017	9	0
2	2.9	1	N	1	14	0	0.5	2.95	0	0.3	17.75	30	9	2017	14	5	30	9	2017	14	24
2	1	1	N	2	8.5	0.5	0.5	0	0	0.3	9.8	22	12	2017	22	56	22	12	2017	23	7
1	1.01	1	N	1	5.5	0.5	0.5	1.36	0	0.3	8.16	6	7	2017	21	1	6	7	2017	21	5
5	17.18	2	N	1	52	0	0.5	11.71	5.76	0.3	70.27	23	10	2017	15	19	23	10	2017	16	24
1	8.27	1	N	1	25.5	0.5	0.5	5.36	0	0.3	32.16	21	12	2017	0	22	21	12	2017	0	45
1	7.36	1	N	1	22.5	0	0.5	3	0	0.3	26.3	23	9	2017	11	1	23	9	2017	11	22
1	1.8	1	N	2	10	0	0.5	0	0	0.3	10.8	17	1	2017	15	3	17	1	2017	15	16
1	2	1	N	1	14	0	0.5	2.95	0	0.3	17.75	20	11	2017	7	26	20	11	2017	7	47
1	2.89	1	N	1	11.5	0.5	0.5	2.56	0	0.3	15.36	25	10	2017	23	53	26	10	2017	0	6
2	2.12	1	N	1	9	0.5	0.5	2.06	0	0.3	12.36	22	6	2017	20	35	22	6	2017	20	43
1	0.6	1	N	2	5	0	0.5	0	0	0.3	5.8	18	8	2017	13	38	18	8	2017	13	43
1	2.04	1	N	2	9	0.5	0.5	0	0	0.3	10.3	3	4	2017	21	33	3	4	2017	21	42
1	0.79	1	N	1	4.5	0	0.5	1.06	0	0.3	6.36	2	3	2017	10	40	2	3	2017	10	43
2	5.27	1	N	1	18	0.5	0.5	3.86	0	0.3	23.16	6	10	2017	5	33	6	10	2017	5	50
1	2.2	1	N	2	9	0.5	0.5	0	0	0.3	10.3	21	6	2017	23	34	21	6	2017	23	43
1	6.88	1	N	2	23.5	0	0.5	0	0	0.3	24.3	17	3	2017	15	11	17	3	2017	15	38
1	6.3	1	N	1	21.5	0	0.5	5.55	0	0.3	27.85	27	12	2017	15	25	27	12	2017	15	47
1	0.7	1	N	1	5	0.5	0.5	1.85	0	0.3	8.15	26	5	2017	23	53	26	5	2017	23	57
1	2.6	1	Y	1	11	0.5	0.5	1.25	0	0.3	13.55	11	3	2017	21	32	11	3	2017	21	44
1	1.6	1	Y	1	9.5	0	0.5	2.05	0	0.3	12.35	2	12	2017	15	47	2	12	2017	15	59
1	0.5	1	N	1	4	0	0.5	2	0	0.3	6.8	25	11	2017	9	3	25	11	2017	9	5
2	1	1	N	1	5	0.5	0.5	1.26	0	0.3	7.56	11	8	2017	20	6	11	8	2017	20	9
1	3.15	1	N	1	13.5	0	0.5	2.86	0	0.3	17.16	21	10	2017	18	13	21	10	2017	18	29
1	1.6	1	N	1	9	1	0.5	2.15	0	0.3	12.95	21	4	2017	17	41	21	4	2017	17	53
1	0.75	1	N	1	5	0	0.5	1.16	0	0.3	6.96	14	8	2017	11	17	14	8	2017	11	22
1	1.3	1	N	2	8.5	0	0.5	0	0	0.3	9.3	19	1	2017	15	41	19	1	2017	15	52
2	1.82	1	N	1	8.5	1	0.5	2.06	0	0.3	12.36	25	4	2017	17	10	25	4	2017	17	18
2	15.59	1	N	1	59	0.5	0.5	9	2.64	0.3	71.94	14	7	2017	23	17	15	7	2017	0	22
5	1.25	1	N	2	7	0.5	0.5	0	0	0.3	8.3	23	12	2017	20	26	23	12	2017	20	33
1	1.7	1	N	2	13.5	0.5	0.5	0	0	0.3	14.8	20	5	2017	22	4	20	5	2017	22	25
1	2.38	1	N	2	9.5	0.5	0.5	0	0	0.3	10.8	30	12	2017	2	41	30	12	2017	2	50
1	0.5	1	N	2	4.5	1	0.5	0	0	0.3	6.3	4	5	2017	18	25	4	5	2017	18	28
2	0.31	1	N	2	3.5	0	0.5	0	0	0.3	4.3	16	11	2017	9	28	16	11	2017	9	31
1	1.12	1	N	1	8	1	0.5	1	0	0.3	10.8	15	6	2017	18	15	15	6	2017	18	24
1	21.1	2	N	1	52	0	0.5	8	5.76	0.3	66.56	28	10	2017	16	28	28	10	2017	17	16
1	3.22	1	N	1	16.5	0	0.5	2	0	0.3	19.3	15	6	2017	8	18	15	6	2017	8	41
1	1.1	1	N	1	8	1	0.5	1.95	0	0.3	11.75	3	1	2017	18	2	3	1	2017	18	12
1	4.1	1	N	1	16	0	0.5	2	0	0.3	18.8	9	6	2017	7	10	9	6	2017	7	27
1	4.59	1	N	1	18.5	0	0.5	4.82	0	0.3	24.12	8	2	2017	8	39	8	2	2017	8	58
1	1.5	1	N	2	7.5	0.5	0.5	0	0	0.3	8.8	21	4	2017	21	51	21	4	2017	21	58
2	0.89	1	N	2	6.5	0	0.5	0	0	0.3	7.3	11	1	2017	10	19	11	1	2017	10	25
1	5.6	1	N	1	18	0.5	0.5	3.85	0	0.3	23.15	5	6	2017	23	44	5	6	2017	23	57
1	1.4	1	N	2	7.5	0.5	0.5	0	0	0.3	8.8	24	6	2017	22	9	24	6	2017	22	17
1	1	1	N	2	7	1	0.5	0	0	0.3	8.8	23	3	2017	19	9	23	3	2017	19	18
1	0.85	1	N	1	6	0.5	0.5	1	0	0.3	8.3	31	3	2017	1	38	31	3	2017	1	44
1	3.3	1	N	1	13.5	0.5	0.5	3.7	0	0.3	18.5	1	9	2017	23	25	1	9	2017	23	40
5	4.09	1	N	1	25	1	0.5	6.7	0	0.3	33.5	12	12	2017	16	7	12	12	2017	16	47
3	2.05	1	N	1	9.5	0.5	0.5	2.16	0	0.3	12.96	9	5	2017	23	23	9	5	2017	23	33
1	12.4	1	N	1	38	0.5	0.5	5.9	0	0.3	45.2	13	6	2017	0	23	13	6	2017	0	56
1	5.6	1	N	1	21.5	1	0.5	4.65	0	0.3	27.95	16	6	2017	17	48	16	6	2017	18	11
1	2.18	1	N	1	11	0	0.5	1.06	0	0.3	12.86	22	2	2017	7	13	22	2	2017	7	26
1	1.73	1	N	1	7	0	0.5	1.56	0	0.3	9.36	2	1	2017	13	44	2	1	2017	13	49
1	0.57	1	N	1	4	0.5	0.5	1.06	0	0.3	6.36	7	4	2017	0	32	7	4	2017	0	34
2	1.67	1	N	1	8	0	0.5	0.7	0	0.3	9.5	29	8	2017	7	52	29	8	2017	8	0
3	1.54	1	N	1	9	1	0.5	2	0	0.3	12.8	3	4	2017	19	6	3	4	2017	19	16
1	6.46	1	N	1	23.5	0	0.5	4.86	0	0.3	29.16	17	7	2017	8	57	17	7	2017	9	25
2	0.42	1	N	2	3.5	0.5	0.5	0	0	0.3	4.8	11	1	2017	23	2	11	1	2017	23	4
1	0.5	1	N	2	4.5	0	0.5	0	0	0.3	5.3	30	8	2017	12	30	30	8	2017	12	34
2	33.96	5	N	2	150	0	0	0	0	0.3	150.3	18	6	2017	23	33	19	6	2017	0	12
1	2.58	1	N	2	11.5	0	0.5	0	0	0.3	12.3	19	7	2017	15	28	19	7	2017	15	41
2	2.5	1	N	1	11.5	1	0.5	1	0	0.3	14.3	30	5	2017	16	20	30	5	2017	16	33
1	1	1	N	2	5.5	0	0.5	0	0	0.3	6.3	2	7	2017	9	35	2	7	2017	9	39
1	0.9	1	N	1	5.5	0	0.5	0.95	0	0.3	7.25	30	11	2017	13	55	30	11	2017	14	1
1	0	1	N	2	2.5	0.5	0.5	0	0	0.3	3.8	6	1	2017	22	55	6	1	2017	22	55
1	2.79	1	N	1	12	0.5	0.5	2.66	0	0.3	15.96	28	2	2017	21	2	28	2	2017	21	14
1	2.9	1	N	1	12.5	0.5	0.5	0	0	0.3	13.8	13	10	2017	2	29	13	10	2017	2	43
2	1.1	1	N	2	13.5	0	0.5	0	0	0.3	14.3	13	9	2017	13	4	13	9	2017	13	26
2	1.52	1	N	1	6.5	0	0.5	1	0	0.3	8.3	29	5	2017	19	20	29	5	2017	19	24
1	3.3	1	N	3	14	0	0.5	0	0	0.3	14.8	17	7	2017	7	7	17	7	2017	7	24
1	3.09	1	N	1	12.5	0.5	0.5	2.76	0	0.3	16.56	16	3	2017	2	0	16	3	2017	2	13
1	2.4	1	N	1	13.5	0.5	0.5	2	0	0.3	16.8	31	10	2017	23	39	31	10	2017	23	56
2	14.47	1	N	1	40	0	0.5	0	5.54	0.3	46.34	6	2	2017	12	45	6	2	2017	13	10
1	10.13	1	N	1	31.5	0.5	0.5	0	0	0.3	32.8	29	6	2017	22	25	29	6	2017	22	56
5	1.08	1	N	1	6	0.5	0.5	1.46	0	0.3	8.76	21	11	2017	20	48	21	11	2017	20	53
5	1.06	1	N	1	7.5	1	0.5	2.32	0	0.3	11.62	17	1	2017	17	12	17	1	2017	17	22
1	8.1	1	N	2	26	0	0.5	0	0	0.3	26.8	11	2	2017	17	36	11	2	2017	18	0
3	1.2	1	N	2	9.5	0	0.5	0	0	0.3	10.3	2	12	2017	14	1	2	12	2017	14	15
2	0.4	1	N	2	4	0.5	0.5	0	0	0.3	5.3	25	11	2017	1	34	25	11	2017	1	37
1	2.25	1	N	1	9.5	0.5	0.5	1.5	0	0.3	12.3	16	6	2017	2	52	16	6	2017	3	2
1	0.78	1	N	2	8	0	0.5	0	0	0.3	8.8	27	7	2017	10	46	27	7	2017	10	56
5	1.53	1	N	1	11	0	0.5	2.36	0	0.3	14.16	22	3	2017	9	10	22	3	2017	9	25
1	1.99	1	N	1	7.5	0.5	0.5	1.76	0	0.3	10.56	2	10	2017	21	46	2	10	2017	21	52
1	5.3	1	N	1	26	0	0.5	2	0	0.3	28.8	18	1	2017	15	51	18	1	2017	16	31
1	2.1	1	N	1	10.5	1	0.5	2	0	0.3	14.3	2	1	2017	17	34	2	1	2017	17	47
1	0.8	1	N	2	5	1	0.5	0	0	0.3	6.8	19	4	2017	17	19	19	4	2017	17	23
1	0.87	1	N	1	6.5	0	0.5	1.46	0	0.3	8.76	15	2	2017	12	50	15	2	2017	12	57
1	1.4	1	N	1	11	0	0.5	1.5	0	0.3	13.3	19	5	2017	11	13	19	5	2017	11	29
2	2.15	1	N	1	12	0.5	0.5	2.66	0	0.3	15.96	2	2	2017	20	51	2	2	2017	21	8
1	9.37	1	N	1	30.5	0	0.5	9.26	5.76	0.3	46.32	11	8	2017	12	24	11	8	2017	12	50
1	0.9	1	N	1	5.5	0.5	0.5	1.35	0	0.3	8.15	13	8	2017	3	46	13	8	2017	3	52
1	1.6	1	N	1	10	0	0.5	2.15	0	0.3	12.95	31	1	2017	8	3	31	1	2017	8	16
1	9.93	1	N	2	29	0	0.5	0	5.76	0.3	35.56	29	5	2017	10	34	29	5	2017	10	59
1	1.83	1	N	1	10.5	1	0.5	1.84	0	0.3	14.14	6	7	2017	19	39	6	7	2017	19	53
5	3.18	1	N	2	14.5	0.5	0.5	0	0	0.3	15.8	17	3	2017	20	48	17	3	2017	21	7
1	1.2	1	N	1	9	0	0.5	1.95	0	0.3	11.75	30	1	2017	9	37	30	1	2017	9	49
1	1.91	1	N	2	13.5	1	0.5	0	0	0.3	15.3	11	10	2017	16	24	11	10	2017	16	44
1	1.17	1	N	1	8.5	1	0.5	0	0	0.3	10.3	14	8	2017	19	23	14	8	2017	19	34
1	15.82	1	N	1	48.5	0	0.5	9.86	0	0.3	59.16	1	10	2017	13	25	1	10	2017	14	16
1	2.63	1	N	1	12	0	0.5	2	0	0.3	14.8	13	10	2017	14	5	13	10	2017	14	19
1	9.9	1	N	2	28.5	0	0.5	0	5.76	0.3	35.06	21	7	2017	6	38	21	7	2017	6	59
1	0.86	1	N	1	8	0.5	0.5	1.86	0	0.3	11.16	25	2	2017	20	7	25	2	2017	20	18
2	1.66	1	N	1	8	0.5	0.5	1	0	0.3	10.3	8	5	2017	20	55	8	5	2017	21	2
4	1.96	1	N	1	10.5	1	0.5	2.46	0	0.3	14.76	27	2	2017	18	41	27	2	2017	18	54
1	0.83	1	N	2	4.5	0	0.5	0	0	0.3	5.3	11	6	2017	19	56	11	6	2017	19	59
1	0.6	1	N	2	5.5	0.5	0.5	0	0	0.3	6.8	14	7	2017	20	47	14	7	2017	20	53
5	1.22	1	N	2	6	0	0.5	0	0	0.3	6.8	23	9	2017	12	23	23	9	2017	12	28
2	0.76	1	N	1	6	0	0.5	1	0	0.3	7.8	2	10	2017	15	15	2	10	2017	15	21
1	2.17	1	N	1	9.5	0.5	0.5	2.16	0	0.3	12.96	16	4	2017	22	12	16	4	2017	22	23
1	10.7	1	N	1	34	0	0.5	10	5.76	0.3	50.56	20	10	2017	7	35	20	10	2017	8	9
1	1.6	1	N	1	16	0	0.5	3.35	0	0.3	20.15	4	12	2017	12	58	4	12	2017	13	25
1	1	1	N	1	9	0	0.5	1.95	0	0.3	11.75	11	5	2017	12	42	11	5	2017	12	54
1	2.6	1	N	1	10.5	0.5	0.5	2.35	0	0.3	14.15	18	1	2017	21	44	18	1	2017	21	55
1	0.8	1	N	1	4.5	0	0.5	1.3	0	0.3	6.6	17	2	2017	6	39	17	2	2017	6	42
1	0.9	1	Y	2	6	1	0.5	0	0	0.3	7.8	25	5	2017	17	53	25	5	2017	18	0
1	2.3	1	N	1	15	1	0.5	2	0	0.3	18.8	15	9	2017	17	21	15	9	2017	17	44
2	1.59	1	N	2	9	0	0.5	0	0	0.3	9.8	22	10	2017	17	57	22	10	2017	18	8
6	4.22	1	N	1	18	0	0.5	3.76	0	0.3	22.56	19	1	2017	14	25	19	1	2017	14	48
2	2.5	1	N	2	10.5	0	0.5	0	0	0.3	11.3	20	8	2017	15	45	20	8	2017	15	57
1	0.64	1	N	1	7	0	0.5	1.56	0	0.3	9.36	18	9	2017	9	51	18	9	2017	9	59
2	4.62	1	N	2	17	0.5	0.5	0	0	0.3	18.3	28	8	2017	22	25	28	8	2017	22	44
4	0.44	1	N	2	4	0	0.5	0	0	0.3	4.8	20	3	2017	12	38	20	3	2017	12	41
2	0.48	1	N	1	3.5	0	0.5	1.08	0	0.3	5.38	11	1	2017	9	59	11	1	2017	10	1
1	1.6	1	N	1	8.5	0.5	0.5	1.95	0	0.3	11.75	8	4	2017	21	10	8	4	2017	21	20
1	1	1	N	2	9.5	0	0.5	0	0	0.3	10.3	7	4	2017	10	47	7	4	2017	11	0
1	0.8	1	N	1	5.5	0	0.5	1.25	0	0.3	7.55	15	9	2017	6	54	15	9	2017	6	59
2	10	1	N	1	35	0	0.5	2	5.76	0.3	43.56	21	9	2017	10	17	21	9	2017	10	49
1	0.4	1	N	1	4	0	0.5	0.95	0	0.3	5.75	21	9	2017	8	17	21	9	2017	8	21
1	1.6	1	N	1	11	0	0.5	2	0	0.3	13.8	10	5	2017	12	47	10	5	2017	13	3
6	1.5	1	N	1	8.5	0.5	0.5	1.96	0	0.3	11.76	19	1	2017	22	30	19	1	2017	22	40
2	4.6	1	N	2	15.5	1	0.5	0	0	0.3	17.3	9	8	2017	18	2	9	8	2017	18	16
5	1.21	1	N	2	8.5	0	0.5	0	0	0.3	9.3	11	10	2017	8	21	11	10	2017	8	33
1	0.4	1	N	2	4	0.5	0.5	0	0	0.3	5.3	8	11	2017	0	2	8	11	2017	0	6
1	3.6	1	N	1	20.5	1	0.5	4.45	0	0.3	26.75	10	11	2017	17	25	10	11	2017	17	57
2	4.61	1	N	2	17.5	0	0.5	0	0	0.3	18.3	17	7	2017	6	39	17	7	2017	6	58
1	5.7	1	N	3	28	0.5	0.5	0	0	0.3	29.3	5	11	2017	1	23	5	11	2017	1	6
2	2.1	1	N	1	9	0	0.5	1.95	0	0.3	11.75	28	5	2017	16	47	28	5	2017	16	55
1	0.5	1	N	1	5	0.5	0.5	1.25	0	0.3	7.55	18	11	2017	23	56	19	11	2017	0	1
4	3.09	1	N	2	13	1	0.5	0	0	0.3	14.8	10	3	2017	19	55	10	3	2017	20	11
1	1.4	1	N	2	7.5	0.5	0.5	0	0	0.3	8.8	13	3	2017	22	7	13	3	2017	22	15
2	8.7	1	N	1	30.5	0	0.5	9.25	5.76	0.3	46.31	16	11	2017	13	5	16	11	2017	13	38
1	0.5	1	N	1	4	0.5	0.5	1.05	0	0.3	6.35	30	12	2017	22	43	30	12	2017	22	45
1	0.89	1	N	2	6.5	1	0.5	0	0	0.3	8.3	14	6	2017	16	27	14	6	2017	16	34
1	3.7	1	N	1	16	0	0.5	2	0	0.3	18.8	5	3	2017	14	54	5	3	2017	15	15
1	2.1	1	N	1	13.5	1	0.5	3.8	0	0.3	19.1	12	4	2017	17	46	12	4	2017	18	7
6	8.03	1	N	2	30.5	0.5	0.5	0	0	0.3	31.8	27	1	2017	23	40	28	1	2017	0	19
1	0.65	1	N	2	6	1	0.5	0	0	0.3	7.8	24	10	2017	18	50	24	10	2017	18	57
2	10.57	1	N	1	35	0	0.5	7.16	0	0.3	42.96	31	8	2017	11	35	31	8	2017	12	15
2	3.9	1	N	1	17.5	0	0.5	4.55	0	0.3	22.85	4	3	2017	11	16	4	3	2017	11	38
6	1.89	1	N	2	15	0	0.5	0	0	0.3	15.8	5	4	2017	8	15	5	4	2017	8	39
2	1.4	1	N	1	7	0.5	0.5	1.65	0	0.3	9.95	3	10	2017	0	19	3	10	2017	0	26
1	0.85	1	N	1	5	0	0.5	1	0	0.3	6.8	14	9	2017	7	16	14	9	2017	7	19
1	2.4	1	N	1	9.5	0.5	0.5	2.15	0	0.3	12.95	14	10	2017	3	37	14	10	2017	3	46
3	1.2	1	N	2	7	0	0.5	0	0	0.3	7.8	31	12	2017	13	35	31	12	2017	13	43
1	0.63	1	N	1	5	0	0.5	1.45	0	0.3	7.25	5	5	2017	9	9	5	5	2017	9	14
1	1.2	1	N	1	6.5	0.5	0.5	1.55	0	0.3	9.35	17	7	2017	20	32	17	7	2017	20	38
1	1.7	1	N	1	8	0.5	0.5	0.01	0	0.3	9.31	22	7	2017	3	23	22	7	2017	3	31
6	1.65	1	N	1	9.5	1	0.5	2.82	0	0.3	14.12	6	10	2017	17	5	6	10	2017	17	17
1	1.8	1	N	1	7	0	0.5	1.55	0	0.3	9.35	9	10	2017	6	45	9	10	2017	6	50
1	1.2	1	N	2	6	0	0.5	0	0	0.3	6.8	3	3	2017	6	41	3	3	2017	6	47
3	5.52	1	N	1	22	1	0.5	4.76	0	0.3	28.56	20	4	2017	18	13	20	4	2017	18	41
1	2.3	1	N	1	16.5	0	0.5	3.45	0	0.3	20.75	19	6	2017	13	18	19	6	2017	13	43
2	2.06	1	N	2	10.5	0	0.5	0	0	0.3	11.3	6	4	2017	11	59	6	4	2017	12	13
1	0.4	1	N	2	3.5	0	0.5	0	0	0.3	4.3	30	10	2017	7	29	30	10	2017	7	31
2	3.98	1	N	1	14.5	0.5	0.5	3.16	0	0.3	18.96	8	9	2017	3	11	8	9	2017	3	27
1	0.48	1	N	2	3.5	1	0.5	0	0	0.3	5.3	3	7	2017	16	12	3	7	2017	16	13
1	1.04	1	N	1	5.5	0	0.5	1.26	0	0.3	7.56	7	5	2017	11	51	7	5	2017	11	55
1	1.9	1	N	1	9	0	0.5	1.96	0	0.3	11.76	15	6	2017	7	42	15	6	2017	7	53
1	1	1	N	2	5.5	1	0.5	0	0	0.3	7.3	13	10	2017	19	20	13	10	2017	19	24
1	1.2	1	N	1	7	0	0.5	1	0	0.3	8.8	31	8	2017	15	6	31	8	2017	15	13
1	6.88	1	N	2	25	0.5	0.5	0	0	0.3	26.3	4	3	2017	0	34	4	3	2017	0	59
1	0.87	1	N	1	5	0	0.5	1.2	0	0.3	7	29	7	2017	9	26	29	7	2017	9	30
1	0.53	1	N	1	6	0	0.5	1.36	0	0.3	8.16	11	5	2017	7	34	11	5	2017	7	41
1	1.02	1	N	1	7	0	0.5	0	0	0.3	7.8	5	9	2017	10	40	5	9	2017	10	49
1	1.35	1	N	1	15	1	0.5	3.36	0	0.3	20.16	27	4	2017	17	14	27	4	2017	17	39
1	1.48	1	N	1	12	0	0.5	2.56	0	0.3	15.36	29	7	2017	13	55	29	7	2017	14	13
1	3.8	1	N	1	17	0.5	0.5	3.65	0	0.3	21.95	25	4	2017	19	53	25	4	2017	20	17
3	3.1	1	N	1	12	0	0.5	2.55	0	0.3	15.35	26	8	2017	12	14	26	8	2017	12	26
1	1.02	1	N	1	8	1	0.5	1.96	0	0.3	11.76	22	3	2017	16	32	22	3	2017	16	43
1	0.68	1	N	1	5	0.5	0.5	1.26	0	0.3	7.56	22	9	2017	22	7	22	9	2017	22	11
1	2.36	1	N	1	12	0	0.5	3.2	0	0.3	16	29	3	2017	10	30	29	3	2017	10	45
1	0.5	1	N	1	5	0	0.5	1.16	0	0.3	6.96	12	4	2017	9	31	12	4	2017	9	37
1	0.6	1	N	1	5	1	0.5	0.68	0	0.3	7.48	27	12	2017	16	48	27	12	2017	16	54
1	1.4	1	Y	1	7.5	0	0.5	1.2	0	0.3	9.5	12	6	2017	11	3	12	6	2017	11	11
6	2.3	1	N	2	10	0	0.5	0	0	0.3	10.8	27	1	2017	14	27	27	1	2017	14	39
2	0.7	1	N	2	9	0.5	0.5	0	0	0.3	10.3	28	12	2017	22	3	28	12	2017	22	16
1	1.2	1	N	1	6	0.5	0.5	1.45	0	0.3	8.75	31	12	2017	3	8	31	12	2017	3	12
1	20.6	2	N	1	52	0	0.5	6.5	5.76	0.3	65.06	15	5	2017	23	40	16	5	2017	0	15
1	0.8	1	N	1	5	0.5	0.5	1.26	0	0.3	7.56	10	5	2017	22	32	10	5	2017	22	37
1	1.97	1	N	1	8.5	0.5	0.5	1.96	0	0.3	11.76	21	4	2017	23	45	21	4	2017	23	53
2	5.48	1	N	1	18.5	0	0.5	3.86	0	0.3	23.16	4	11	2017	10	58	4	11	2017	11	13
5	1.06	1	N	1	6	0	0.5	1.36	0	0.3	8.16	4	2	2017	9	26	4	2	2017	9	32
1	1.2	1	N	1	8	0	0.5	3	0	0.3	11.8	24	9	2017	19	28	24	9	2017	19	38
1	15.4	1	N	1	47.5	0	0.5	10.8	5.76	0.3	64.86	12	10	2017	14	47	12	10	2017	15	31
1	1.99	1	N	2	9	0	0.5	0	0	0.3	9.8	17	6	2017	16	45	17	6	2017	16	53
1	3.2	1	N	1	15	1	0.5	3.35	0	0.3	20.15	13	11	2017	19	29	13	11	2017	19	49
1	1.1	1	N	1	7	0	0.5	1	0	0.3	8.8	18	1	2017	8	51	18	1	2017	8	58
1	19.64	2	N	1	52	0	0.5	10.56	0	0.3	63.36	12	2	2017	17	28	12	2	2017	18	27
1	2.93	1	N	1	13.5	1	0.5	3.82	0	0.3	19.12	17	11	2017	16	45	17	11	2017	17	3
1	0.7	1	N	1	6	0	0.5	1.36	0	0.3	8.16	26	5	2017	11	33	26	5	2017	11	40
2	1.06	1	N	1	9.5	0	0.5	0	0	0.3	10.3	31	10	2017	8	35	31	10	2017	8	48
1	0.38	1	N	2	4	0	0.5	0	0	0.3	4.8	29	1	2017	11	51	29	1	2017	11	54
1	2	1	N	1	10.5	0.5	0.5	2.35	0	0.3	14.15	17	9	2017	1	43	17	9	2017	1	57
1	1.1	1	N	1	6	0.5	0.5	1.45	0	0.3	8.75	24	12	2017	19	52	24	12	2017	19	58
1	1.08	1	N	2	9	0	0.5	0	0	0.3	9.8	7	6	2017	8	33	7	6	2017	8	46
1	4.74	1	N	2	15.5	1	0.5	0	0	0.3	17.3	19	1	2017	19	26	19	1	2017	19	38
2	0.83	1	N	2	4.5	0	0.5	0	0	0.3	5.3	4	9	2017	19	9	4	9	2017	19	12
