price,make_bin_1,make_bin_2,make_bin_3,make_bin_4,make_bin_5,make_bin_6,model_bin_1,model_bin_2,model_bin_3,model_bin_4,model_bin_5,model_bin_6,model_bin_7,model_bin_8,model_bin_9,model_bin_10,model_bin_11
-0.353996056,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0
-0.48432632,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0
-2.101637974,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
-2.065001635,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
-0.657393789,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0
-0.79090639,1,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0
-2.170955261,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1
-2.562075315,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
-2.601830648,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
-2.14969734,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
-2.880643388,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
-2.977962742,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
-2.309374396,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1
-2.335904159,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1
-2.349336762,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
-3.97256168,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0
-3.609791396,1,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0
-2.866293664,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0
-2.349336762,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1
-0.850091861,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0
-0.849096476,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0
-0.970662059,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
-1.431512322,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0
-1.041755434,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0
-0.656136941,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0
-0.25841152,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
-0.25841152,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
-1.142497183,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
-0.153364679,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
-0.330750148,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0
0.176437948,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
-2.700901022,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1
-0.255569512,0,1,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0
-0.317059005,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0
-1.364638331,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0
-1.155289935,0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0
-1.05353165,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,1,0
-1.368434241,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0
-0.076309275,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0
-1.44192332,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0
-1.446756125,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0
-0.691886018,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
-0.726153862,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0
-0.870689331,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0
-0.874243034,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
-0.774947316,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0
-1.003691821,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0
-1.007102638,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0
-1.439513507,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0
-1.445143233,0,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0
-1.518022759,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0
-1.522284956,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0
-2.09908276,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
1.824600479,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0
-1.207818676,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0
-0.723034887,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0
-0.723034887,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0
-0.877807696,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0
-0.458287879,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0
0.167587778,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1,0
1.085046515,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0
-0.96405513,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0
-0.152854803,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0
-0.189228202,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0
-0.27796034,0,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0
-1.052940106,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0
-0.38747427,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0
-2.232358122,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1
-1.976540377,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1
-0.710425926,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0
0.079571767,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0
-0.445853963,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,0
-1.790066704,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,0
-1.596869585,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0
-1.75934117,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0
-1.228099211,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,0
-1.111704112,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0
-0.148785722,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
-0.174380259,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1
-0.225258279,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
-0.253160327,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
-0.759670902,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0
-0.870689331,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0
-0.927831336,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0
-0.558515739,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1
-0.633758297,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
-0.585626027,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,0
-0.906726491,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0
-0.38747427,1,1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0
-0.15081806,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0
-0.158478688,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,0
-0.264120579,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,0,0
-2.538333982,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0
-1.932490476,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
-0.225120776,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1,0
-2.037788686,1,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0
-2.370459056,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,0
-0.754624606,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0
-0.921989428,1,0,0,0,0,1,1,0,1,0,1,1,1,0,1,0,0
0.089959023,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0
-0.429168204,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0
-0.429168204,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0
-0.190023114,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0
-0.101531173,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0
0.022341697,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0
-0.113671607,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0
-0.302363219,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
-0.07349706,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
-0.125972833,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
-0.216906408,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
-0.302363219,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0
-0.429168204,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
-0.821085516,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
-1.063035892,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
-1.155933054,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
-1.249403935,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0
-0.595477497,1,0,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0
-0.434926429,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0
-0.363131485,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0
-0.73376513,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
-0.585233848,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0
-0.585233848,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
-0.440375653,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0
-1.5086931,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0
-0.030310814,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0
-0.896315521,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0
-0.740524416,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0
-0.029418652,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0
-0.222374844,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1
-0.145745436,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0
-1.149516834,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
-0.225670905,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0
-1.947412905,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1
-0.543329066,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1
-0.543329066,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
-0.049707995,1,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0
1.312740781,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
0.726632259,1,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0
0.726632259,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0
-1.283825862,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
-0.625585599,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
-2.012264176,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0
-0.645719185,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
-0.395611871,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0
-0.395611871,0,0,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0
0.492954797,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,0
-0.645719185,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0.458122422,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0
0.569247511,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0
0.28829131,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0
0.190407446,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0
0.330231695,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0
0.608639634,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0
1.130558569,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0
0.060033003,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0
-0.418750666,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0
1.290340256,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0
-0.341530828,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0
-0.079836707,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0
-0.020545182,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0
-0.089309906,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0
0.500012377,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0
0.268051939,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0
0.500012377,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0
0.786530286,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0
0.770778289,0,0,1,0,0,0,1,1,1,1,1,1,0,1,1,1,0
-0.005223989,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0
1.300062121,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0
-0.072795352,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
-0.456205111,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
-0.341530828,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0
-0.197741672,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
0.500012377,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0
-0.87018255,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
0.649786123,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0
-0.641579845,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
-0.542952177,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0
-0.405464061,0,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0
0.734755041,0,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0
0.652635208,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
-0.372989805,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
-0.546727129,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
-0.687999587,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0
-0.850091861,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
-1.068414963,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
-1.194477944,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0
-0.701008013,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0
-1.327277047,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
-2.074392019,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0
2.133096707,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0
0.910781383,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,0,0
-0.543329066,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0
0.375603845,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0
-0.249910333,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0
-0.338438702,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0
-0.070460196,1,1,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0
0.125643406,1,1,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0
0.136232355,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1
-0.195073032,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0
-0.218543672,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1
-1.049986716,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0
-0.609423279,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0
-0.727493249,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0
-0.423442209,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1,0
-0.607419917,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0
-0.855581944,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0
0.09073795,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0
-0.09480144,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0
0.577826886,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0
0.484097901,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0
0.436337187,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0
0.271355715,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0
0.072544318,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,0
-0.055999015,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0
0.316469174,1,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0
-0.123499551,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0
-0.219363352,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0
-1.138050794,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0
0.303145418,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0
0.047647369,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0
-0.116854312,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,0
-0.114527417,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0
0.022552088,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,0
-0.601034112,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0
-0.380849982,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0
-0.648210373,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0
-0.722367673,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0
-0.862607424,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0
-0.952581105,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0
-1.049691773,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0
0.193605047,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0
0.15314141,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0
1.373365005,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0
-0.038380123,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0
0.623709804,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0
