datetime,SPAIN_IMP_F_FREN(/MWh),FREN_MARKET(/MWh),SPAIN_EXP_TO_PORT(/MWh),SPAIN_IMP_F_PORT_PORT(/MWh),SPAIN_EXP_TO_FREN(/MWh),SPAIN_COMP_CYCLE(MWH),SPAIN_WIND(MWH),SPAIN_NUC(MWH),SPAIN_TOT_GENERATION(MWH),SPAIN_HYDRO(MWH),SPAIN_COAL(MWH),SPAIN_ACTUAL_D(MW),SPAIN_TOTAL_DEMAND(MWH),DAILY_FREN_MARKET(MWH),DAILY_SPAN_MARKET(MWH),SPAIN_GAS(MWH)2,SPAIN_PHVOLTAIC(MWH)2,SPAIN_HYDRO_TOT(MWH),PORT_MARKET(/MWh),SPAIN_GENERATION,OUTPUT
31/12/2018,0.0,41.2425,0.0,0.0,577108.49,0.0,0.0,0.0,0.0,10764.0,0.0,0.0,0.0,397396.6,247295.8,61770.5,19967.0,71905.4,63.45458333,0.0,25.28083333
27/12/2018,0.0,55.32166667,0.0,0.0,196611.2,37286.6,97631.5,145430.4,526930.6,8466.2,34197.3,25908.57639,597701.2,449552.2,227376.4,66782.2,18812.7,85938.3,61.795,34197.3,39.92416667
30/12/2018,0.0,47.33125,0.0,0.0,189703.0,424.0,151707.2,145392.0,510049.1,9020.0,683.0,25255.05556,574254.2,425522.8,203769.6,72911.5,18946.6,77932.7,58.49375,683.0,4.992083333
26/12/2018,0.0,53.44833333,0.0,0.0,122948.0,0.0,188485.7,145418.4,543353.5,8738.8,1776.0,26632.84028,602541.7,455438.4,204378.8,74152.7,15096.0,75207.5,57.04833333,1776.0,4.091666667
29/12/2018,0.0,60.83916667,0.0,0.0,35740.7,34335.1,120618.6,145380.0,589771.5,8838.0,68721.4,28624.19444,639571.2,490658.5,231141.3,76964.0,14287.2,88123.0,63.78541667,68721.4,13.5875
23/12/2018,0.0,61.50625,0.0,0.0,103420.6,71015.8,59887.6,145171.2,611465.3,14364.0,84528.1,28521.42361,649103.9,482798.8,245317.4,75584.5,14083.1,114102.3,67.63458333,84528.1,47.88541667
28/12/2018,0.0,52.68916667,0.0,4560.0,248331.5,46904.8,75764.6,145139.2,562606.4,9245.9,75146.0,26514.39583,612702.5,476122.2,211013.4,71929.2,12802.5,97526.4,63.08833333,75146.0,41.2075
18/12/2018,24492.6,39.28541667,0.0,0.0,294105.3,4583.0,64066.0,135682.5,463137.8,5524.3,73230.7,22331.72222,527281.8,402771.7,278151.2,61371.1,11381.0,82018.0,62.46625,73230.7,49.02208333
17/12/2018,13248.7,50.32875,0.0,0.0,311732.5,42200.9,68630.0,138574.3,532506.3,5905.8,76705.9,25500.34028,596095.6,470351.2,311125.3,66871.4,14044.0,91360.1,64.08916667,76705.9,56.20291667
16/12/2018,88309.5,45.35625,0.0,0.0,207463.7,17356.6,65225.4,131218.1,511090.4,4924.0,84283.9,25478.16667,585545.9,448926.6,295663.5,75066.7,13894.4,87949.4,62.98583333,84283.9,50.27708333
25/12/2018,0.0,44.58416667,0.0,0.0,338459.7,11515.6,123304.7,121545.0,553252.4,6139.5,84106.7,27151.75,624097.1,490390.0,305952.2,76043.4,14000.7,84921.4,62.48666667,84106.7,37.66541667
15/12/2018,24315.3,53.955,0.0,0.0,240539.0,2963.0,199569.6,121459.2,631219.3,9884.0,89276.1,30593.53472,696422.1,551284.8,330029.2,80046.1,13239.1,81828.1,60.55916667,89276.1,38.82166667
24/12/2018,0.0,59.45875,0.0,0.0,133402.1,26454.5,162917.8,121545.0,649604.5,7042.0,113747.0,31725.70833,718927.8,583759.3,312239.5,80605.7,11598.7,92747.7,63.3975,113747.0,33.35208333
14/12/2018,24005.0,61.11625,5238.0,1122.0,30347.2,15596.0,234260.5,146463.1,710485.9,6792.0,98257.3,32158.07639,727532.5,592216.2,265203.7,79502.9,12389.7,86263.2,60.25583333,98257.3,49.85625
13/12/2018,166215.3,61.91791667,19152.0,0.0,33139.6,28462.9,229432.2,146541.6,717460.4,7725.1,91714.2,32795.50694,741257.1,589420.3,289464.0,79124.5,12960.6,89801.1,61.58958333,91714.2,41.77958333
22/12/2018,0.0,70.04541667,0.0,42929.0,0.0,83053.5,162074.4,146496.0,748608.7,10845.0,105937.3,31774.1875,727126.8,619103.2,230425.4,80051.9,15390.7,112286.5,64.99,105937.3,40.70708333
12/12/2018,105684.4,57.29083333,0.0,3656.0,4118.4,3846.0,268695.8,146460.9,649958.2,6264.0,39468.7,26801.40972,614771.8,500962.3,201075.6,75841.4,10294.3,70008.5,56.59416667,39468.7,43.67416667
21/12/2018,0.0,61.29958333,0.0,0.0,14505.4,401.0,256879.0,146500.8,678847.0,9103.1,72230.1,28486.43056,657183.1,524490.6,252365.7,75677.9,11939.7,74347.6,60.04208333,72230.1,33.87083333
11/12/2018,82447.2,75.33541667,0.0,0.0,0.0,28240.0,286013.5,146457.6,789105.4,9233.4,96957.5,31803.27083,723897.0,606866.9,235827.2,77852.2,15211.7,93016.5,61.80541667,96957.5,37.81333333
20/12/2018,0.0,69.83125,10412.0,0.0,24794.0,11336.9,298863.5,146267.4,750475.6,7103.7,95486.6,32257.3125,731645.7,596837.3,243169.0,75981.1,9814.0,72733.7,60.42291667,95486.6,50.70833333
10/12/2018,9882.4,71.00791667,0.0,0.0,0.0,78533.4,151753.8,146513.4,719945.2,10949.6,120673.5,31815.72917,724397.0,588943.6,223692.4,73892.2,11417.7,94985.2,64.51083333,120673.5,46.99875
19/12/2018,0.0,62.31541667,0.0,0.0,76490.2,78836.4,95773.6,146400.3,684512.1,12716.9,143391.2,31471.79167,713930.4,580546.6,210775.2,74531.5,12463.0,89651.0,65.205,143391.2,44.46458333
05/12/2018,604.8,50.98166667,0.0,2448.0,256338.1,47946.6,110767.8,146540.2,634017.5,8758.0,119606.8,30464.73611,700153.2,560864.9,246377.4,75537.1,15997.4,74696.8,62.50708333,119606.8,40.64083333
04/12/2018,2424.8,25.63166667,0.0,0.0,633885.0,4749.0,159180.3,146158.2,581736.9,10124.0,59946.4,25403.01389,591087.6,462242.5,357170.0,74410.3,17028.5,76405.6,59.56291667,59946.4,20.58375
03/12/2018,1359.4,29.12625,0.0,0.0,671658.0,17691.7,143881.9,146163.3,580178.9,5862.8,68688.4,26132.95139,609660.8,475969.8,364075.5,75298.2,16161.0,72179.7,59.99166667,68688.4,25.98708333
29/11/2018,18920.5,48.65833333,0.0,0.0,369166.5,311.0,158236.8,146269.3,588241.3,4492.0,78482.1,27949.27778,649482.1,518834.6,395008.4,75246.3,16464.8,72545.0,61.58125,78482.1,15.76166667
28/11/2018,14695.5,57.59375,0.0,0.0,99719.2,18579.5,132936.8,146247.6,608734.2,9334.0,80118.2,26763.3125,609466.9,498856.8,332463.5,75821.6,17939.3,91831.6,61.09333333,80118.2,4.947083333
27/11/2018,1635.3,59.62791667,0.0,0.0,84132.4,48413.3,126282.0,141557.3,666067.0,8042.0,117367.8,30531.39583,688046.4,560461.1,293416.4,77679.9,16140.1,93627.6,63.41541667,117367.8,28.71916667
26/11/2018,293656.0,60.34916667,0.0,0.0,116006.7,72365.0,62333.7,138194.2,665745.3,22008.9,122892.4,30775.97917,697872.0,566746.5,251459.9,77932.2,17472.2,115126.2,66.54291667,122892.4,28.14083333
25/11/2018,925142.5,51.99,0.0,45760.0,167009.3,38010.0,156974.5,130789.4,665619.7,17416.8,100276.6,30442.38194,685913.4,568459.8,344734.9,77514.7,15410.4,95704.0,62.64375,100276.6,39.41708333
24/11/2018,16471.5,45.49875,0.0,8140.0,189867.0,6805.4,224075.9,125978.7,589324.7,7838.5,34193.9,26021.31944,597570.6,487162.5,295533.9,73737.6,14474.3,76905.4,56.42791667,34193.9,10.87958333
23/11/2018,127362.5,58.0625,0.0,0.0,44217.8,36367.0,200954.2,122281.2,623177.9,6092.0,76643.8,28009.36806,642247.2,499917.0,284884.2,73475.1,16230.0,85814.2,60.81,76643.8,26.27
09/12/2018,0.0,62.18,0.0,544.0,22947.4,0.0,185744.2,122065.1,711255.5,9514.3,135241.1,31313.39583,702207.0,575942.9,236732.9,76836.7,15694.2,92930.9,62.67,135241.1,26.30958333
22/11/2018,512892.0,62.37708333,0.0,0.0,5695.2,52958.0,164338.7,122225.1,695806.5,12174.8,123111.1,31793.875,711439.6,578209.3,287354.4,76522.1,14998.8,94798.3,61.88583333,123111.1,24.63458333
08/12/2018,0.0,62.23916667,0.0,0.0,4992.2,69474.3,158175.0,122174.7,703701.2,6212.5,131440.2,31665.88194,734391.2,595413.3,267416.7,75908.2,17038.7,89325.4,62.45541667,131440.2,12.03958333
21/11/2018,561731.7,77.49541667,0.0,352.0,408.9,71579.1,189398.9,122204.8,753653.4,7395.9,151500.7,31568.02778,721354.5,609142.3,240215.7,76645.2,15299.8,86068.0,64.70375,151500.7,5.024583333
07/12/2018,0.0,89.12125,0.0,0.0,0.0,8917.3,313396.6,122220.0,749298.2,7592.7,89385.2,30927.31944,697420.3,596630.1,236672.6,76388.2,15831.3,80667.3,58.59916667,89385.2,3.195
20/11/2018,914828.4,59.425,0.0,2448.0,0.0,9546.0,204467.9,122183.3,621918.4,8844.0,87996.3,26147.38889,588791.2,476361.6,220448.5,72878.9,9508.6,78295.0,59.00166667,87996.3,1.1
06/12/2018,0.0,66.47375,0.0,0.0,0.0,21347.0,175713.0,122194.1,634900.0,6663.8,117153.4,27769.93056,625322.3,517030.1,223603.9,73779.8,13816.8,74895.6,62.22833333,117153.4,0.477916667
19/11/2018,557590.0,84.76125,0.0,0.0,24.8,84424.8,149735.5,122184.5,734733.2,4212.0,171318.6,30979.61111,710996.3,586058.4,251382.1,74575.4,10454.4,87815.6,67.08291667,171318.6,3.183333333
18/11/2018,101194.3,102.2183333,0.0,0.0,7650.8,85063.1,157066.6,122164.1,734481.1,5016.0,163428.8,31184.51389,712368.1,594282.1,258664.5,73932.0,8207.8,91099.2,65.88583333,163428.8,19.40875
17/11/2018,1276.5,115.13,0.0,0.0,0.0,74169.8,182123.7,122115.8,737744.1,7936.0,155975.9,31021.96528,719100.9,598621.2,259697.1,73054.9,12007.7,81050.5,64.59,155975.9,20.21875
16/11/2018,0.0,95.19,0.0,0.0,26077.6,69746.9,169713.6,122175.0,714560.8,9564.0,149457.2,30858.42361,703811.6,585239.8,297647.8,73752.4,10225.2,79513.8,63.79416667,149457.2,6.634583333
02/12/2018,0.0,74.31166667,31.0,0.0,0.0,100668.4,88908.2,122110.1,683578.1,4812.0,156415.6,29766.40278,674977.6,584881.9,339273.5,70925.7,8641.4,101059.7,68.49375,156415.6,3.124583333
15/11/2018,52456.0,56.91083333,0.0,2590.0,224.7,5837.7,197963.4,122107.2,563639.8,8376.0,59097.3,24934.19444,568718.6,443313.1,283206.2,72111.1,6656.6,63519.1,57.425,59097.3,18.60875
01/12/2018,0.0,60.27041667,0.0,0.0,0.0,190.0,133300.7,122123.6,550927.0,8652.0,101338.6,26358.04861,611657.2,470237.9,244897.8,73432.9,13377.7,67617.7,61.065,101338.6,23.01416667
14/11/2018,16694.42,67.30333333,0.0,0.0,3057.6,71012.9,95450.8,122043.0,664989.9,6516.8,164037.8,29591.20139,671507.9,521189.0,236387.1,75711.8,13795.9,84215.2,64.54541667,164037.8,40.20125
30/11/2018,0.0,66.37583333,0.0,0.0,0.0,87161.8,90095.9,122076.6,672388.2,7012.0,157162.6,29877.34028,686835.3,529058.4,278817.6,76838.6,12766.6,85966.8,64.48916667,157162.6,45.36875
13/11/2018,23505.34,64.47208333,0.0,0.0,5061.1,60363.0,132697.9,121564.8,691779.9,6728.2,159183.1,29902.71528,692971.2,540082.9,272260.3,77011.4,13036.6,87246.8,62.65625,159183.1,27.31166667
12/11/2018,29972.6,64.74,0.0,0.0,56624.7,70634.6,84275.5,122096.6,670019.1,10521.6,165256.6,29944.77778,681256.5,573404.0,221161.9,76417.0,16757.4,90317.2,65.23458333,165256.6,10.29125
11/11/2018,2883.5,62.87916667,0.0,35910.0,45423.0,67911.1,89800.5,122058.6,640512.4,11102.5,130857.3,29609.65972,669656.8,562313.9,293539.0,77128.2,11101.5,100070.1,64.80208333,130857.3,16.51166667
09/11/2018,0.0,49.89875,0.0,0.0,144974.8,10281.5,196156.8,121402.6,546669.2,8418.2,6013.0,24925.59722,569407.6,463582.4,357913.6,72373.3,14366.2,86943.2,53.92125,6013.0,18.36625
08/11/2018,36548.4,51.08833333,0.0,0.0,23487.2,2891.8,299201.5,114821.2,610285.8,8136.3,1176.0,27115.42361,614431.4,480383.0,354641.5,74126.4,10870.8,74040.8,51.71166667,1176.0,6.289583333
07/11/2018,80028.0,60.51833333,0.0,140.0,0.0,44886.8,283225.5,134867.0,686570.1,8709.8,60832.3,30253.6875,660520.3,524749.2,274209.8,77364.4,17544.3,66772.2,59.18666667,60832.3,34.67625
06/11/2018,0.0,62.95625,0.0,0.0,38838.0,45613.9,179263.7,138724.0,676825.8,7978.6,118208.6,30772.24306,687658.0,551886.0,266175.7,78503.7,11259.1,67412.3,62.61875,118208.6,17.90541667
05/11/2018,34758.6,57.26291667,0.0,0.0,53260.6,0.0,219494.9,138652.6,699773.4,11223.0,96048.5,30713.125,704401.6,586378.5,337633.6,77711.9,12905.0,68560.8,59.8975,96048.5,23.77583333
04/11/2018,57638.4,60.2425,0.0,1820.0,4011.2,22072.5,281053.1,143105.7,730581.3,8936.0,92149.0,30661.32639,702392.7,569142.5,286807.1,75481.3,14450.0,60735.5,59.20791667,92149.0,28.72416667
03/11/2018,0.0,62.70541667,0.0,0.0,1678.6,40970.8,216692.7,144860.8,700642.9,10684.0,99483.2,29795.40972,677638.3,562376.0,249069.9,75816.7,10329.2,69640.9,60.68958333,99483.2,5.700416667
02/11/2018,0.0,54.40375,0.0,0.0,99761.2,14785.8,122417.7,144920.2,538720.3,6650.5,72286.6,24724.75694,563281.7,442129.8,251326.4,73460.1,18740.1,54630.1,59.80208333,72286.6,2.280416667
01/11/2018,72986.0,61.09,0.0,13560.0,50170.9,58977.1,82432.0,145200.8,584491.6,9004.0,86215.5,26047.02778,597407.9,476893.2,243630.6,74980.6,20072.1,73278.8,64.0525,86215.5,0.77875
31/10/2018,0.0,65.98,0.0,0.0,1371.6,57110.9,163894.1,145124.1,641160.0,5560.0,84406.0,27518.09722,627860.2,496456.8,217971.9,75558.6,13209.1,64334.4,63.79833333,84406.0,1.26875
30/10/2018,116631.3,54.11625,0.0,0.0,72608.6,543.0,114441.2,145105.4,522416.1,4840.0,77587.0,25860.30556,571942.2,427390.0,273858.1,75081.0,18516.5,48813.2,63.91541667,77587.0,2.840833333
29/10/2018,182899.4,73.27,0.0,0.0,12154.5,63890.9,135922.7,145287.1,678960.4,4345.0,133392.7,30541.33333,676231.7,553168.0,264217.4,77963.1,10801.9,78543.0,68.50083333,133392.7,16.76208333
28/10/2018,326272.6,73.11625,0.0,0.0,0.0,57433.4,194391.6,145455.9,689404.6,13043.5,96314.2,30819.5625,676119.8,559510.5,330473.9,77002.8,8282.8,66068.2,65.40458333,96314.2,45.67916667
27/10/2018,986.7,74.30916667,0.0,0.0,0.0,9988.1,310070.6,144718.7,697987.8,9299.7,27705.5,29692.18056,668660.9,535364.8,297813.9,75931.3,19200.2,60928.3,59.9625,27705.5,42.06625
26/10/2018,152750.1,53.776,0.0,0.0,14919.4,3800.0,248521.2,171273.4,608525.2,8054.3,803.0,24042.18,578753.0,464392.2,294337.4,76070.1,17322.9,49979.6,54.432,803.0,14.97416667
25/10/2018,41624.1,66.22625,0.0,0.0,0.0,2400.0,224099.0,168993.8,601127.4,6939.8,34986.8,25492.92361,581722.4,453260.4,227477.7,73693.9,11934.8,44847.7,60.69,34986.8,9.057916667
24/10/2018,46746.0,70.50458333,0.0,0.0,48622.9,61066.2,68655.5,168995.8,643947.8,7813.5,140976.0,28345.70833,640731.3,505752.9,208211.6,73855.1,12617.5,78442.0,71.04708333,140976.0,32.20875
10/11/2018,0.0,71.67125,0.0,0.0,23388.9,82143.8,46254.2,168967.8,660825.7,10030.4,139797.7,28301.64583,652249.8,520085.4,219577.4,71833.3,23782.5,76704.5,70.65208333,139797.7,29.165
23/10/2018,43463.7,67.24875,0.0,0.0,19794.1,44988.8,126264.2,168897.1,673697.2,6689.9,125569.0,28289.34028,648707.1,516647.6,219408.6,73843.2,23378.3,60530.9,66.05583333,125569.0,38.45
22/10/2018,23870.7,63.49833333,0.0,0.0,11457.9,24224.3,182179.9,168822.3,677610.1,6180.0,95384.4,28341.41667,660053.5,527346.7,251935.4,73792.8,18271.3,71110.7,62.67958333,95384.4,41.38416667
21/10/2018,22491.0,62.7275,0.0,0.0,21477.4,7715.0,194389.4,168444.6,673053.7,7546.7,97680.6,27705.63889,641755.8,514640.1,310023.4,72709.8,20995.6,63307.5,63.18541667,97680.6,41.17208333
20/10/2018,1335.6,57.02083333,1225.0,0.0,54566.9,9510.0,118942.5,168505.6,538668.1,4440.0,50624.2,23348.17361,540806.7,398778.9,248581.5,71651.6,16288.8,65957.4,60.66333333,50624.2,29.60458333
19/10/2018,14477.4,60.31291667,2870.0,0.0,4894.8,3200.0,201191.1,169061.6,594353.4,5240.0,38914.9,25173.36806,583598.9,437350.0,247479.0,71945.9,13617.0,61022.0,59.63166667,38914.9,16.46875
18/10/2018,73663.2,66.525,0.0,0.0,100.1,8805.0,213066.0,169117.2,657908.8,4062.0,75262.0,28341.05556,639105.1,487513.8,276368.3,76626.9,13794.5,64477.3,62.56541667,75262.0,45.61416667
17/10/2018,44202.6,66.16583333,0.0,0.0,35807.9,14615.0,156318.8,168568.2,643948.7,3848.0,115697.7,28617.52778,648894.0,499009.9,284042.2,75630.3,12514.2,64508.9,65.29833333,115697.7,38.90375
16/10/2018,101415.6,74.8175,0.0,0.0,60039.6,53881.5,38779.4,168793.8,653504.0,13220.3,143267.7,28640.03472,636651.8,465367.5,242014.5,73810.9,21913.3,94676.2,72.08166667,143267.7,34.03208333
15/10/2018,84341.4,74.0375,0.0,0.0,86321.6,70381.3,33415.2,168141.6,662793.7,12166.9,155452.3,28351.19444,638313.8,475357.4,236231.3,73145.6,17578.4,96489.0,73.34708333,155452.3,41.25958333
14/10/2018,129790.8,67.75625,0.0,133115.0,10900.2,21224.8,186944.2,168317.2,673993.8,10924.0,97582.5,27492.75,633007.8,521552.7,240554.0,74571.5,15445.8,65654.3,64.98041667,97582.5,35.04708333
11/10/2018,13491.8,40.61375,0.0,4420.0,285820.8,10725.0,214265.1,168276.6,568621.3,8569.3,10276.0,23390.09028,549961.5,443969.7,272260.2,71757.6,13851.5,49123.1,53.4425,10276.0,18.09833333
10/10/2018,5704.0,57.61791667,0.0,0.0,98972.6,11120.5,166548.4,167837.1,568008.9,9842.1,44207.3,24556.54861,579325.1,440523.4,272556.7,74589.8,20680.3,49109.5,61.56625,44207.3,17.535
09/10/2018,11141.2,61.49,0.0,1908.0,18703.4,51900.0,179119.8,167550.0,575732.6,8816.0,41533.4,24429.83333,556220.0,431034.7,269718.1,68944.9,21102.4,52891.6,61.70208333,41533.4,29.2
08/10/2018,34736.9,65.3075,0.0,0.0,10712.2,34369.8,179136.5,168681.4,644346.7,12662.0,88387.8,28320.20833,641320.1,491309.7,252461.8,71510.8,13758.3,64973.9,64.87083333,88387.8,9.64875
07/10/2018,28939.6,68.03583333,0.0,0.0,29769.2,0.0,128983.7,168426.2,638785.5,7681.0,127914.9,28435.15278,656438.8,465466.7,278287.6,74823.0,18451.4,60792.4,67.33083333,127914.9,16.48958333
06/10/2018,16201.9,75.20416667,0.0,0.0,14939.5,3545.0,86602.8,168235.4,655906.8,11174.0,138797.7,27915.97917,655582.1,472687.6,238937.6,74191.2,19433.9,62973.6,69.78,138797.7,51.54125
05/10/2018,9867.4,70.23458333,0.0,0.0,26721.1,0.0,108373.0,168224.2,641469.8,13005.7,112783.4,27620.02778,643035.0,509428.5,225841.3,74492.4,20878.0,60427.2,68.005,112783.4,37.0375
04/10/2018,4090.6,55.45375,0.0,193212.0,48362.7,7245.0,205100.5,168325.4,584922.8,6752.0,17739.6,23697.51389,540944.3,457062.7,268004.8,72145.1,23534.1,42739.8,61.08625,17739.6,27.63375
03/10/2018,15901.6,59.17125,0.0,4692.0,281929.5,0.0,132947.0,168283.6,573781.0,5760.0,74658.1,25759.1875,593270.4,455014.1,230192.8,72820.8,23803.3,43198.8,68.38833333,74658.1,25.6773913
02/10/2018,8008.0,67.38833333,0.0,0.0,187780.9,20567.5,83588.1,168239.0,629289.5,6076.3,146238.7,28826.17361,666207.1,482608.1,249859.6,75298.3,24467.6,66842.7,72.95375,146238.7,34.8025
01/10/2018,3374.8,71.50125,0.0,0.0,98878.3,14442.3,69884.4,168252.7,641576.1,12350.4,141697.3,29208.60417,661085.5,493376.3,204280.9,73891.9,26076.6,77606.7,73.88083333,141697.3,21.25166667
30/09/2018,21507.2,68.71083333,0.0,0.0,92767.7,3300.0,140258.1,168124.5,652052.9,7857.3,106621.3,29124.80556,674916.1,503072.7,219761.4,72905.2,25811.6,67810.8,71.27625,106621.3,33.83833333
29/09/2018,0.0,66.27125,34.0,0.0,0.0,3600.0,214828.4,167763.2,659296.1,4246.0,72865.2,28955.59722,676136.6,522276.3,239461.1,76134.6,25376.4,49058.3,66.17291667,72865.2,30.62166667
26/09/2018,0.0,65.05125,0.0,44387.0,0.0,3300.0,245641.4,167592.6,679030.2,5772.0,49526.4,28587.71528,665672.0,524847.9,305808.0,75311.6,24844.9,61928.8,65.5125,49526.4,10.11875
25/09/2018,0.0,55.74625,0.0,0.0,589482.0,0.0,77444.9,167542.2,536727.4,3945.0,92510.1,24190.31944,570379.0,427851.8,241552.5,73699.9,25187.4,49091.9,69.20333333,92510.1,19.87333333
24/09/2018,32980.35,60.02625,0.0,0.0,541188.0,3650.0,77116.3,167444.4,576719.0,4420.0,116566.6,26320.82639,620415.8,478484.6,298560.8,73905.5,25862.6,59756.4,70.07208333,116566.6,23.14958333
23/09/2018,46510.75,61.72083333,0.0,0.0,394715.0,3600.0,70623.9,167376.6,643648.8,4939.9,148475.2,29739.18056,694770.1,539246.2,288937.2,76490.7,25323.2,97283.3,75.92375,148475.2,33.95083333
21/09/2018,0.0,64.44166667,0.0,0.0,204631.0,1530.0,83951.0,167456.2,637434.1,8970.9,145564.0,30081.04861,702468.4,535059.7,267412.9,74818.7,23084.6,83245.0,73.1225,145564.0,35.65541667
13/10/2018,0.0,63.63875,0.0,0.0,125598.0,4000.0,160836.9,167339.6,670756.5,9634.4,123898.0,30465.52083,718526.2,543968.7,300409.9,73648.0,21261.2,67273.6,71.11625,123898.0,32.57416667
19/09/2018,18.02,65.30541667,0.0,2983.0,111029.0,4200.0,180871.8,167093.0,684860.3,12184.0,105364.3,30748.44444,701621.7,551434.2,323919.2,74431.2,23229.3,67874.1,68.19375,105364.3,33.68916667
12/10/2018,0.0,65.6725,0.0,29146.0,11061.0,0.0,218889.3,166948.8,707490.3,12401.1,79662.7,30410.54861,684450.2,543355.2,310976.3,74396.0,26028.9,74710.4,66.35833333,79662.7,28.74
16/09/2018,0.0,50.2375,0.0,0.0,140825.0,9805.0,81370.4,167100.6,566170.6,4388.7,95702.5,25688.82639,587777.7,443412.6,330511.4,72537.3,25551.0,69721.2,69.48416667,95702.5,12.905
13/09/2018,0.0,64.95083333,0.0,0.0,65655.0,0.0,56542.3,167252.8,584220.9,5556.1,121177.3,27678.84028,626742.0,433625.5,275125.9,73658.5,24820.7,87963.8,72.06541667,121177.3,12.37875
12/09/2018,1521.6,59.24208333,0.0,0.0,238031.0,8945.0,61910.4,167303.8,619678.9,5080.3,139105.3,30906.36111,695325.0,494568.8,351299.6,76742.0,24789.6,92243.4,73.2375,139105.3,26.10833333
10/09/2018,0.0,62.12875,0.0,0.0,208913.0,0.0,61548.1,167263.4,636032.9,5648.0,147964.4,31062.29167,696589.8,500254.1,304966.0,76707.3,24734.3,101479.1,74.44583333,147964.4,37.20041667
09/09/2018,0.0,62.46041667,0.0,0.0,253286.0,4000.0,32294.0,167283.8,622339.7,5853.0,155305.5,30833.74306,695629.5,496838.1,315015.7,75163.6,24657.9,105877.8,75.93416667,155305.5,37.29625
08/09/2018,0.0,61.83625,0.0,0.0,263162.0,3260.0,41655.9,167315.8,616395.6,6664.0,153348.0,30548.54861,688724.7,532210.9,357773.2,72116.3,21643.2,103042.2,74.835,153348.0,25.17541667
06/09/2018,4682.5,64.93666667,0.0,0.0,95666.0,3260.0,88120.0,167166.8,630611.9,6402.0,133158.8,29899.94444,674157.1,514445.8,357179.2,75379.3,22487.5,90538.8,72.37,133158.8,24.14291667
05/09/2018,0.0,47.29166667,0.0,0.0,56931.0,3320.0,52057.1,167222.4,551041.5,4888.0,109184.5,24768.9375,575804.5,419634.2,297197.5,72600.8,22844.2,78485.6,71.01291667,109184.5,23.43291667
04/09/2018,512.0,54.82541667,0.0,0.0,376234.0,0.0,78786.6,167370.2,570474.4,5355.0,117245.0,26763.47222,621284.2,461117.9,308829.4,73457.4,20442.6,72318.1,70.44708333,117245.0,16.35
03/09/2018,0.0,66.25,0.0,0.0,180948.0,1680.0,98362.4,167165.8,647606.5,5348.0,142855.1,30631.9375,693740.8,498602.4,347525.4,76369.0,21257.0,95995.4,73.00458333,142855.1,31.0375
02/09/2018,0.0,71.1,0.0,0.0,90528.0,4000.0,82626.4,167301.2,663984.1,6414.8,155420.3,30866.23611,695221.8,506202.3,358093.7,76642.9,26277.7,100637.5,74.76166667,155420.3,28.63583333
30/08/2018,0.0,68.30041667,0.0,0.0,182602.0,1170.0,58110.9,167235.8,629609.4,5364.9,143710.0,30625.92361,691787.3,499637.1,308136.8,76634.0,24167.3,104086.5,75.39125,143710.0,37.18708333
29/08/2018,2121.0,64.11083333,0.0,0.0,200262.0,4378.0,104578.1,167227.0,627429.2,5913.8,117765.3,28806.11111,676922.0,512517.0,300620.9,74110.9,22038.7,92397.0,71.78666667,117765.3,32.27208333
28/08/2018,8724.5,65.74416667,0.0,0.0,173290.0,0.0,80368.2,167175.4,615231.3,8056.4,123411.8,28429.22222,661366.4,501840.0,324355.4,71825.0,23143.5,95368.4,72.44041667,123411.8,11.87333333
28/09/2018,0.0,50.70833333,0.0,0.0,483870.0,4028.0,48990.3,167097.0,530654.1,5148.0,100736.0,24252.15278,569380.0,414636.1,275806.8,70694.6,19603.0,79285.0,70.86958333,100736.0,9.953333333
27/08/2018,23819.0,58.83875,0.0,0.0,276874.0,3505.0,81550.8,167008.4,560585.4,7097.0,103605.6,26278.31944,605378.3,448702.0,263595.3,72860.5,18215.7,73595.0,69.1925,103605.6,15.17291667
27/09/2018,0.0,65.10083333,9815.0,0.0,109105.0,3355.0,130875.9,166390.8,659049.4,6276.0,130974.9,29934.01389,687414.9,534562.2,310931.9,76670.3,24560.8,72863.2,68.05166667,130974.9,35.26541667
26/08/2018,3884.5,66.95625,12220.0,0.0,96927.0,3190.0,121528.9,166260.2,680749.2,5509.0,155089.4,30436.50694,703729.6,550689.7,298707.1,75991.8,24606.4,77555.7,71.04166667,155089.4,35.80583333
24/08/2018,0.0,69.40583333,5850.0,0.0,117857.0,3140.0,90552.0,166725.0,674195.5,13530.5,155968.3,31136.76389,710548.0,557051.3,273720.2,74471.5,24936.1,99089.9,74.5825,155968.3,37.63333333
23/08/2018,45.0,66.94041667,0.0,0.0,96291.5,3165.0,110178.7,166990.8,678755.0,8532.0,142179.6,31458.625,721238.5,561294.0,291254.5,74289.4,24427.0,100969.1,71.30625,142179.6,28.87708333
22/08/2018,8347.0,65.22625,0.0,0.0,142462.5,0.0,111362.0,166964.8,657622.6,9629.5,134476.5,31135.05556,698899.0,541743.7,293563.5,73506.6,21626.3,93372.9,70.44375,134476.5,22.85458333
